Iteration;Time;BestFitness;LRM-LLH0;LRM-LLH1;LRM-LLH2;LRM-LLH3;LRM-LLH4;LRM-LLH5;LRM-LLH6;LRM-LLH7;LRM-LLH8;LRM-LLH9;LRM-LLH10;
1;0,015;410,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
2;0,021;409,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
4;0,029;408,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
5;0,07;402,0;37,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
7;0,074;401,0;37,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
8;0,081;400,0;37,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
9;0,084;395,0;37,0;1,0;1,0;1,0;1,0;2,0;1,0;1,0;1,0;1,0;1,0
10;0,087;392,0;37,0;1,0;1,0;1,0;1,0;2,0;1,0;1,0;1,0;1,0;1,0
12;0,104;391,0;37,0;1,0;21,0;1,0;1,0;2,0;1,0;1,0;1,0;1,0;1,0
14;0,108;388,0;37,0;1,0;21,0;1,0;1,0;2,0;1,0;1,0;1,0;1,0;1,0
18;0,117;387,0;37,0;1,0;21,0;1,0;1,0;2,0;1,0;1,0;1,0;1,0;1,0
19;0,119;383,0;37,0;1,0;21,0;1,0;1,0;2,0;1,0;1,0;1,0;1,0;1,0
21;0,122;382,0;37,0;1,0;21,0;1,0;1,0;2,0;1,0;1,0;1,0;1,0;1,0
22;0,15;376,0;37,0;55,0;21,0;1,0;1,0;2,0;1,0;1,0;1,0;1,0;1,0
28;0,154;369,0;37,0;55,0;21,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;2,0
29;0,157;360,0;37,0;55,0;21,0;1,0;1,0;2,0;1,0;1,0;1,0;1,0;2,0
30;0,159;352,0;37,0;55,0;21,0;1,0;1,0;2,0;1,0;1,0;1,0;1,0;2,0
31;0,164;350,0;37,0;55,0;21,0;1,0;1,0;2,0;1,0;1,0;1,0;1,0;2,0
32;0,17;339,0;37,0;55,0;21,0;1,0;1,0;2,0;1,0;1,0;1,0;1,0;2,0
33;0,174;336,0;37,0;55,0;21,0;1,0;1,0;2,0;1,0;1,0;1,0;1,0;2,0
38;0,178;327,0;37,0;55,0;21,0;1,0;1,0;2,0;1,0;1,0;2,0;2,0;2,0
39;0,179;326,0;37,0;55,0;21,0;1,0;1,0;2,0;1,0;1,0;2,0;2,0;2,0
41;0,182;321,0;37,0;55,0;21,0;1,0;1,0;2,0;1,0;1,0;2,0;2,0;2,0
42;0,184;317,0;37,0;55,0;21,0;1,0;1,0;2,0;1,0;1,0;2,0;2,0;2,0
45;0,187;315,0;37,0;55,0;21,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;2,0
47;0,189;311,0;37,0;55,0;21,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;2,0
48;0,191;308,0;37,0;55,0;21,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;2,0
49;0,193;304,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;2,0
52;0,195;300,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;2,0
53;0,199;293,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;2,0
56;0,205;287,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;2,0
57;0,209;282,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;2,0
58;0,211;281,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;2,0
60;0,213;279,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;1,0
65;0,215;275,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;1,0
66;0,217;273,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;1,0
67;0,219;272,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;1,0
70;0,222;269,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;1,0
76;0,226;265,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;1,0
80;0,228;263,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;1,0
81;0,23;259,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;1,0
83;0,232;257,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;3,0;1,0;1,0
84;0,234;253,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;3,0;1,0;1,0
86;0,236;251,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;1,0
90;0,239;249,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;3,0;1,0;1,0
91;0,24;245,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;3,0;1,0;1,0
92;0,247;243,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;3,0;1,0;1,0
94;0,253;241,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;3,0;1,0;1,0
96;0,259;239,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;3,0;1,0;1,0
97;0,262;236,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;3,0;1,0;1,0
99;0,264;232,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;3,0;1,0;1,0
100;0,266;231,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;4,0;1,0;1,0
103;0,268;226,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;4,0;1,0;1,0
104;0,27;225,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;4,0;1,0;1,0
107;0,272;223,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;5,0;1,0;1,0
108;0,274;222,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;5,0;1,0;1,0
109;0,277;218,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;5,0;1,0;1,0
112;0,278;217,0;37,0;55,0;21,0;1,0;1,0;3,0;1,0;1,0;5,0;1,0;1,0
119;0,282;215,0;37,0;55,0;21,0;1,0;1,0;6,0;1,0;1,0;5,0;1,0;1,0
124;0,284;213,0;37,0;55,0;21,0;1,0;1,0;6,0;1,0;1,0;5,0;1,0;1,0
126;0,286;210,0;37,0;55,0;21,0;1,0;1,0;6,0;1,0;1,0;5,0;1,0;1,0
130;0,289;204,0;37,0;55,0;21,0;1,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
131;0,291;196,0;37,0;55,0;21,0;1,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
133;0,293;192,0;37,0;55,0;21,0;1,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
137;0,296;191,0;37,0;55,0;21,0;1,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
138;0,298;187,0;37,0;55,0;21,0;1,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
139;0,299;184,0;37,0;55,0;21,0;1,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
142;0,301;182,0;37,0;55,0;21,0;1,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
143;0,303;181,0;37,0;55,0;21,0;1,0;1,0;6,0;1,0;1,0;5,0;1,0;1,0
146;0,308;180,0;37,0;55,0;21,0;1,0;1,0;6,0;1,0;1,0;5,0;1,0;1,0
157;0,317;178,0;37,0;55,0;21,0;1,0;1,0;6,0;1,0;1,0;5,0;1,0;1,0
160;0,322;177,0;37,0;55,0;21,0;3,0;1,0;6,0;1,0;1,0;5,0;1,0;1,0
173;0,331;176,0;37,0;55,0;21,0;3,0;1,0;6,0;1,0;1,0;5,0;1,0;1,0
176;0,335;174,0;37,0;55,0;21,0;3,0;1,0;6,0;1,0;1,0;5,0;1,0;1,0
181;0,338;172,0;37,0;55,0;21,0;3,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
182;0,34;169,0;37,0;55,0;21,0;3,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
183;0,342;166,0;37,0;55,0;21,0;3,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
188;0,345;165,0;37,0;55,0;21,0;3,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
190;0,347;161,0;37,0;55,0;21,0;3,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
192;0,35;156,0;37,0;55,0;21,0;3,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
196;0,353;155,0;37,0;55,0;21,0;3,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
199;0,355;154,0;37,0;55,0;21,0;3,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
207;0,359;147,0;37,0;55,0;21,0;3,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
210;0,363;145,0;37,0;55,0;21,0;3,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
214;0,366;142,0;37,0;55,0;21,0;3,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
216;0,368;140,0;37,0;55,0;21,0;3,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
222;0,372;139,0;37,0;55,0;21,0;3,0;1,0;5,0;1,0;1,0;5,0;1,0;1,0
