Iteration;Time;BestFitness;LB-H0;UB-H0;LB-H1;UB-H1;LB-H2;UB-H2;LB-H3;UB-H3;LB-H4;UB-H4;LB-H5;UB-H5;LB-H6;UB-H6;LB-H7;UB-H7;LB-H8;UB-H8;LB-H9;UB-H9;LB-H10;UB-H10;
1;0,016;410,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0
2;0,021;409,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0
4;0,029;408,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;16,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0
5;0,07;402,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;16,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0
7;0,074;401,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;1,0;0,0;16,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0
8;0,081;400,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;1,0;0,0;16,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0
9;0,084;395,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;5,0;0,0;16,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0
10;0,088;392,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;5,0;0,0;16,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0
12;0,104;391,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;5,0;0,0;16,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0
14;0,108;388,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;5,0;0,0;16,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0
18;0,117;387,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;4,0;0,0;3,0;0,0;5,0;0,0;16,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0
19;0,119;383,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;4,0;0,0;3,0;0,0;5,0;0,0;16,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0
21;0,122;382,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;4,0;0,0;3,0;0,0;5,0;0,0;16,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0
22;0,151;376,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;3,0;0,0;5,0;0,0;16,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0
28;0,154;369,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;16,0;0,0;19,0;0,0;7,0;0,0;0,0;0,0;0,0
29;0,157;360,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;16,0;0,0;19,0;0,0;9,0;0,0;0,0;0,0;0,0
30;0,159;352,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;16,0;0,0;19,0;0,0;9,0;0,0;0,0;0,0;0,0
31;0,164;350,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;16,0;0,0;19,0;0,0;9,0;0,0;0,0;0,0;0,0
32;0,17;339,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;16,0;0,0;19,0;0,0;11,0;0,0;0,0;0,0;0,0
33;0,174;336,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;16,0;0,0;19,0;0,0;11,0;0,0;0,0;0,0;0,0
38;0,178;327,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;22,0;0,0;19,0;0,0;11,0;0,0;0,0;0,0;0,0
39;0,179;326,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;22,0;0,0;19,0;0,0;11,0;0,0;0,0;0,0;0,0
41;0,182;321,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;22,0;0,0;19,0;0,0;11,0;0,0;0,0;0,0;0,0
42;0,184;317,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;22,0;0,0;19,0;0,0;11,0;0,0;0,0;0,0;0,0
45;0,187;315,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;0,0
47;0,189;311,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;0,0
48;0,191;308,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;0,0
49;0,193;304,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;0,0
52;0,195;300,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;0,0
53;0,199;293,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;0,0
56;0,205;287,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;0,0
57;0,209;282,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;0,0
58;0,211;281,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;0,0
60;0,213;279,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;5,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;14,0
65;0,216;275,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;8,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;15,0
66;0,217;273,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;8,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;15,0
67;0,219;272,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;8,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;15,0
70;0,222;269,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;8,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;15,0
76;0,226;265,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;8,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;15,0
80;0,228;263,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;8,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;15,0
81;0,23;259,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;8,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;15,0
83;0,232;257,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;8,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;15,0
84;0,234;253,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;8,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;15,0
86;0,236;251,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;8,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;15,0
90;0,239;249,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;8,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;15,0
91;0,24;245,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;8,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;15,0
92;0,247;243,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;8,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;15,0
94;0,253;241,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;8,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;15,0
96;0,259;239,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;8,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;15,0
97;0,262;236,0;0,0;6,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;8,0;0,0;5,0;0,0;56,0;0,0;19,0;0,0;11,0;0,0;30,0;0,0;15,0
