Iteration;Time;BestFitness;LastCalledHeur;IsRelay;NumOfMoves-LLH0;NumOfMoves-LLH1;NumOfMoves-LLH2;NumOfMoves-LLH3;NumOfMoves-LLH4;NumOfMoves-LLH5;NumOfMoves-LLH6;NumOfMoves-LLH7;NumOfMoves-LLH8;NumOfMoves-LLH9;NumOfMoves-LLH10;LAProb-LLH0;LAProb-LLH1;LAProb-LLH2;LAProb-LLH3;LAProb-LLH4;LAProb-LLH5;LAProb-LLH6;LAProb-LLH7;LAProb-LLH8;LAProb-LLH9;LAProb-LLH10;
1;0,0;429,0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0,09090909090909091;0,09090909090909091;0,09090909090909091;0,09090909090909091;0,09090909090909091;0,09090909090909091;0,09090909090909091;0,09090909090909091;0,09090909090909091;0,09090909090909091;0,09090909090909091
1;0,015;410,0;7;0;0;0;0;0;0;0;0;1;0;0;0;0,0998931724660833;0,0998931724660833;0,0998931724660833;0,0998931724660833;0,0998931724660833;0,0998931724660833;0,0998931724660833;0,0010682753391670467;0,0998931724660833;0,0998931724660833;0,0998931724660833
2;0,02;409,0;5;0;0;0;0;0;0;1;0;1;0;0;0;0,09747255199211251;0,09747255199211251;0,09747255199211251;0,09747255199211251;0,09747255199211251;0,12169609290040867;0,09747255199211251;0,0010509391705789556;0,09747255199211251;0,09747255199211251;0,09747255199211251
4;0,027;408,0;4;0;0;0;0;0;1;1;1;1;0;0;0;0,04037134809819057;0,04037134809819057;0,04037134809819057;0,04037134809819057;0,6262020766575429;0,0503891874386382;0,04037134809819057;4,379511182944336E-4;0,04037134809819057;0,04037134809819057;0,04037134809819057
5;0,069;402,0;0;0;1;0;0;0;1;1;1;1;0;0;0;4,567697448062281E-7;0,042802550531110956;0,042802550531110956;0,042802550531110956;0,6465870750346461;0,053309581459006584;0,042802550531110956;4,8503301882581575E-4;0,042802550531110956;0,042802550531110956;0,042802550531110956
7;0,073;401,0;4;0;1;0;0;0;3;1;1;1;0;0;0;6,563963764874581E-7;0,06087732723588767;0,06087732723588767;0,06087732723588767;0,4973591170427812;0,07580628945130986;0,06087732723588767;6,926464583186672E-4;0,06087732723588767;0,06087732723588767;0,06087732723588767
8;0,079;400,0;4;0;1;0;0;0;4;1;1;1;0;0;0;6,501590381823324E-7;0,05968012294847927;0,05968012294847927;0,05968012294847927;0,5072559196700204;0,07430079822579934;0,05968012294847927;6,817713057871159E-4;0,05968012294847927;0,05968012294847927;0,05968012294847927
9;0,084;395,0;5;0;1;0;0;0;4;2;1;1;0;0;0;6,793952600507741E-7;0,06124950086814529;0,06124950086814529;0,06124950086814529;0,5188401949103744;0,05170796573110915;0,06124950086814529;7,046538862391968E-4;0,06124950086814529;0,06124950086814529;0,06124950086814529
10;0,087;392,0;4;0;1;0;0;0;5;2;1;1;0;0;0;6,476375866086389E-7;0,05793749792896685;0,05793749792896685;0,05793749792896685;0,544850784203253;0,048917515600078496;0,05793749792896685;6,685670563140888E-4;0,05793749792896685;0,05793749792896685;0,05793749792896685
12;0,104;391,0;4;0;1;0;1;0;6;2;1;1;0;0;0;7,14969019922178E-7;0,06122892688742261;4,053236294774869E-6;0,06122892688742261;0,580172922225046;0,05173002583885499;0,06122892688742261;7,187224062489331E-4;0,06122892688742261;0,06122892688742261;0,06122892688742261
14;0,108;388,0;4;0;1;0;1;0;8;2;1;1;0;0;0;8,725022253448881E-7;0,07414761058225022;4,940503440160256E-6;0,07414761058225022;0,4915838491022596;0,06265168627475029;0,07414761058225022;8,729881238230883E-4;0,07414761058225022;0,07414761058225022;0,07414761058225022
18;0,116;387,0;4;0;1;0;1;2;10;2;1;1;0;0;0;1,019926113979922E-6;0,08535477107064504;5,76174762739856E-6;0,03671408631737489;0,46335655674164533;0,07213772290055541;0,08535477107064504;0,001010997013457607;0,08535477107064504;0,08535477107064504;0,08535477107064504
19;0,119;383,0;5;0;1;0;1;2;10;3;1;1;0;0;0;1,0393197963081268E-6;0,0854348565345416;5,855274853207259E-6;0,03679752242687943;0,4625540487214134;0,07244819289177079;0,0854348565345416;0,0010190586925787346;0,0854348565345416;0,0854348565345416;0,0854348565345416
21;0,121;382,0;4;0;1;0;1;2;11;3;2;1;0;0;0;9,451250608556904E-7;0,07729586968290546;5,3204505194291E-6;0,033304653873605775;0,5691800621501505;0,06555126524732945;0,021850451464711044;9,238229570011562E-4;0,07729586968290546;0,07729586968290546;0,07729586968290546
22;0,15;376,0;1;0;1;1;1;2;11;3;2;1;0;0;0;1,111121981406316E-6;3,7536652352229966E-6;6,184739839300847E-6;0,036567209964916705;0,6134631861008815;0,0716552605792773;0,024057048094297102;0,0010383412424988159;0,08440263483035752;0,08440263483035752;0,08440263483035752
28;0,154;369,0;8;0;1;1;1;2;15;3;2;1;1;0;1;5,889993844267877E-7;1,9881557211372537E-6;3,2746836147515383E-6;0,01924792812893305;0,20401188528666842;0,037700080521716244;0,01266653187602927;5,478735632800509E-4;0,6370159536128883;0,044401947585882215;0,044401947585882215
29;0,157;360,0;8;0;1;1;1;2;15;3;2;1;2;0;1;4,427246053460724E-7;1,4931766578607266E-6;2,458573993001501E-6;0,014366260515076848;0,1520269031806219;0,028125754595435724;0,009456721851259299;4,099090732889195E-4;0,7293661754259352;0,03312194044156301;0,03312194044156301
30;0,159;352,0;8;0;1;1;1;2;15;3;2;1;3;0;1;7,197740134516434E-7;2,4255816067866472E-6;3,9924658785970096E-6;0,023192578776070095;0,24503685324977106;0,04538493971166096;0,01527105315338089;6,633452626275387E-4;0,5635619316415905;0,05344108019169994;0,05344108019169994
31;0,163;350,0;8;0;1;1;1;2;15;3;2;1;4;0;1;8,168145200401871E-7;2,7510897700361376E-6;4,527227181585588E-6;0,026196256305478043;0,2764769540377534;0,05124720748096507;0,017252068926139803;7,50459625243622E-4;0,5073899871603722;0,060339485666288176;0,060339485666288176
32;0,169;339,0;8;0;1;1;1;2;15;3;2;1;5;0;1;9,858674371094757E-7;3,31592135727791E-6;5,453652137248179E-6;0,03124965273089102;0,32893423227788143;0,06108675197264744;0,020589794691753604;8,988264159367393E-4;0,41340799421917596;0,07191149612539106;0,07191149612539106
33;0,173;336,0;8;0;1;1;1;2;15;3;2;1;6;0;1;1,0730497106770885E-6;3,603226867230826E-6;5,922184973034156E-6;0,03353871582776435;0,3519045389372288;0,06550187743315787;0,0221105128063953;9,693168341708161E-4;0,37178054499649654;0,07709194735161769;0,07709194735161769
38;0,178;327,0;8;0;1;1;1;3;16;3;3;1;7;1;1;1,318455081291512E-6;4,404826633419217E-6;7,234802650421747E-6;0,010745334680281307;0,3681794759605412;0,07901642226530184;0,008698904482899143;0,0011760060189819758;0,34621638649086434;0,09297725600838251;0,09297725600838251
39;0,179;326,0;4;0;1;1;1;3;17;3;3;1;7;1;1;1,1690956217204365E-6;3,91823049027712E-6;6,4348604803224085E-6;0,009541472462425659;0,4393184854024385;0,07013211595448723;0,007724684634455046;0,001044773605848258;0,30718652262667717;0,08252021156353793;0,08252021156353793
41;0,181;321,0;8;0;1;1;1;3;18;3;3;1;8;1;1;1,2164230217457783E-6;4,074620183747879E-6;6,690196743173149E-6;0,009887388786586149;0,415331976002411;0,07260917876914484;0,0080054995751394;0,0010837338956956365;0,3222131635099322;0,08542853911057104;0,08542853911057104
42;0,184;317,0;4;0;1;1;1;3;19;3;3;1;8;1;1;1,0854124259737583E-6;3,632798465129029E-6;5,962756035355425E-6;0,008768807657293511;0,4824568546636891;0,06430775009194718;0,007100837024186265;9,62570700085644E-4;0,28508624223896684;0,07565312832845254;0,07565312832845254
45;0,187;315,0;8;0;1;1;1;3;19;3;4;1;9;2;1;1,0926710795885163E-6;3,655095785605542E-6;5,998010192773647E-6;0,008791614199771272;0,48283599555459095;0,06441695104606728;0,004139874954622533;9,660387039609098E-4;0,28728672338892414;0,07577602818750241;0,07577602818750241
47;0,189;311,0;8;0;1;1;1;3;20;3;4;1;10;2;1;1,1451582734365695E-6;3,827535325639412E-6;6,2788740492577304E-6;0,009157905743047852;0,4621515291816332;0,0670102395140445;0,00431456063740556;0,0010077956003256546;0,2987108620843316;0,07881792783578165;0,07881792783578165
48;0,191;308,0;8;0;1;1;1;3;20;3;4;1;11;2;1;1,1603023096225728E-6;3,876036779094814E-6;6,357015262267317E-6;0,009241384359200671;0,4655380927012003;0,06756024344562885;0,004355371814952074;0,001017997449716085;0,2933574865570835;0,07945901515893372;0,07945901515893372
49;0,193;304,0;5;0;1;1;1;3;20;4;4;1;11;2;1;1,1405129469909573E-6;3,8078522540049753E-6;6,243790099018823E-6;0,009046946877786134;0,45493621390620304;0,08858314281231654;0,004265186028850065;9,975734625603907E-4;0,2867366135291331;0,07771156561392528;0,07771156561392528
52;0,195;300,0;4;0;1;1;1;4;22;4;4;1;11;2;1;1,0616804949774118E-6;3,5427209207449795E-6;5,807751529095754E-6;0,005125351269258905;0,49856679489875566;0,08204144480327585;0,003955632498768525;9,257808330252667E-4;0,2654206340205373;0,07197697476171677;0,07197697476171677
53;0,198;293,0;8;0;1;1;1;4;22;4;4;1;12;2;1;1,0695530353534547E-6;3,5670463984123423E-6;5,846322444092804E-6;0,005143588806188143;0,49930616957067414;0,08223018868662725;0,003970172916100378;9,297943303460689E-4;0,26411593395963406;0,07214683440427601;0,07214683440427601
56;0,205;287,0;8;0;1;1;1;4;23;5;4;1;13;2;1;1,172042562783397E-6;3,904601967897167E-6;6,3967110621827E-6;0,005593422017223702;0,4939154556254379;0,056209978305015375;0,004318395979087495;0,0010126748614222166;0,28240000688652056;0,07826929648484993;0,07826929648484993
57;0,209;282,0;4;0;1;1;1;4;24;5;4;1;13;2;1;1,0711009298762572E-6;3,5634692493076343E-6;5,834594163677198E-6;0,00506298090188853;0,5435911459204861;0,050746879300052346;0,0039100126882059974;9,184123097166521E-4;0,25448851173821785;0,07063579398854483;0,07063579398854483
58;0,211;281,0;8;0;1;1;1;4;24;5;4;1;14;2;1;1,0887196935796026E-6;3,6171667998504615E-6;5,919214718468923E-6;0,005097273241957998;0,5443874868323006;0,050957644642227184;0,003937645952695813;9,264189468406795E-4;0,2528776006418373;0,07090265232046424;0,07090265232046424
60;0,213;279,0;4;0;1;1;1;4;25;5;4;1;14;2;2;9,75187308530354E-7;3,238206961937112E-6;5,297895624767399E-6;0,004548303582429713;0,5940513924614197;0,04542224045348888;0,0035139769382199976;8,272827347679927E-4;0,2252448374293861;0,06319122755519625;0,06319122755519625
65;0,215;275,0;8;0;1;1;1;4;28;5;4;1;15;2;3;1,1011776763340006E-6;3,6545857896110116E-6;5,977784217965816E-6;0,005116335917864527;0,5431704079885079;0,051041804516838755;0,0039532948342665625;9,31318933752313E-4;0,2537790331205305;0,07099853557027778;0,07099853557027778
66;0,217;273,0;4;0;1;1;1;4;29;5;4;1;15;2;3;1,000395601514375E-6;3,3183090681739267E-6;5,426530191346974E-6;0,0046303556964267375;0,5871679024506984;0,04614550150133673;0,0035782046793673733;8,435065584317169E-4;0,22926827555395043;0,06417825416246377;0,06417825416246377
67;0,219;272,0;8;0;1;1;1;4;29;5;4;1;16;2;3;1,0123463408821054E-6;3,3561284319076926E-6;5,487156136610642E-6;0,0046678114634269114;0,5906221243549509;0,046470415381233345;0,003607570124302663;8,509851992104935E-4;0,2245302517590258;0,06462049304347031;0,06462049304347031
70;0,222;269,0;8;0;1;1;1;4;31;5;4;1;17;2;3;1,0963037142482473E-6;3,6315088971933944E-6;5,9354133290014894E-6;0,0050260726431484645;0,5581324552852673;0,049959111380120144;0,003885135527870778;9,17358503136925E-4;0,24315673153235945;0,06945623595107825;0,06945623595107825
76;0,226;265,0;8;0;1;1;1;4;35;6;4;1;18;2;3;1,2865855713427309E-6;4,258355289810237E-6;6,957623861978671E-6;0,005864780580951648;0,5074842800917659;0,04020099772460943;0,004534245912455678;0,0010716757874141827;0,27902714818329394;0,08090218457739315;0,08090218457739315
80;0,228;263,0;8;0;1;1;1;5;37;6;4;1;19;2;3;1,3681552446017855E-6;4,524658468106709E-6;7,390267244780165E-6;0,004153802724506104;0,4805066277726507;0,04245050802761936;0,004795063479043254;0,0011344304590501847;0,2961689753378773;0,08538865455914793;0,08538865455914793
81;0,23;259,0;8;0;1;1;1;5;37;6;4;1;20;2;3;1,3760728611030974E-6;4,548380391839815E-6;7,427363740462914E-6;0,0041627086374667124;0,48050267994724327;0,04249679945918026;0,004805032093321504;0,0011375306603127941;0,295972421491805;0,08545473794683849;0,08545473794683849
83;0,232;257,0;8;0;1;1;1;5;37;6;4;1;21;2;4;1,3814574734665983E-6;4,563708436879966E-6;7,450740179775228E-6;0,004163866993923912;0,47960457387578237;0,04246395386325077;0,004806057064179409;0,0011385154435038845;0,2970862376132397;0,08536169962001496;0,08536169962001496
84;0,234;253,0;8;0;1;1;1;5;37;6;4;1;22;2;4;1,3874230632535485E-6;4,580937833804918E-6;7,4772100300652685E-6;0,004166713389077586;0,47890254695633855;0,04244834555713348;0,004809030266948207;0,001139962543478902;0,2979132310024266;0,08530336235683471;0,08530336235683471
86;0,236;251,0;8;0;1;1;1;5;37;6;4;1;23;3;4;1,390895887508384E-6;4,58992222107951E-6;7,490213567361185E-6;0,0041620316508321565;0,47733835375134226;0,04235612924983021;0,004803315127785494;0,00113934985999521;0,3000050229632513;0,08509116318264369;0,08509116318264369
90;0,238;249,0;8;0;1;1;1;5;38;6;4;1;24;4;5;1,429105100876036E-6;4,713463881477694E-6;7,690114224252828E-6;0,004260902612640692;0,4616349820195939;0,04331680620836256;0,004917101127967743;0,0011670998129466152;0,3107019992226679;0,08699363815630701;0,08699363815630701
91;0,24;245,0;4;0;1;1;1;5;39;6;4;1;24;4;5;1,307353094709865E-6;4,309573785356361E-6;7,0296013999280916E-6;0,0038838072434756133;0,5100877276615665;0,03944178928420838;0,004481640766809574;0,0010644337121201051;0,28265515432790744;0,07918640023781619;0,07918640023781619
92;0,247;243,0;8;0;1;1;1;5;39;6;4;1;25;4;5;1,3130898594669287E-6;4,326147998690955E-6;7,0550738365401995E-6;0,0038867552245695257;0,509349038651721;0,03943033261266118;0,004484751869454358;0,0010658659828772835;0,2834937067360265;0,0791384273054977;0,0791384273054977
94;0,253;241,0;8;0;1;1;1;5;40;6;4;1;26;4;5;1,3832175199725671E-6;4,548596659398976E-6;7,412100005502942E-6;0,0040428369337924385;0,4937954790890648;0,04086354384656922;0,004663790494781688;0,0011109420703689782;0,29166103123846226;0,08192451620638792;0,08192451620638792
96;0,258;239,0;8;0;1;1;1;5;41;6;4;1;27;4;5;1,4481398710479485E-6;4,754398258269838E-6;7,742326586897318E-6;0,004186979490381453;0,4786357235189909;0,042187777770038834;0,004829135533798667;0,0011525709533252142;0,29999477254206;0,08449954766334428;0,08449954766334428
