Iteration;Time;TD-0;TD-1;TD-2;TD-3;TD-4;TD-5;TD-6;TD-7;TD-8;TD-9;TD-10;
2551;2,268;5;5;5;0;0;0;5;0;0;5;0
4051;2,79;4;4;4;0;5;0;4;5;0;4;0
5581;3,981;3;3;3;0;4;0;3;4;0;3;0
7110;5,301;2;2;2;0;3;0;2;3;0;2;0
8610;5,894;1;1;1;0;2;0;1;2;5;1;0
9627;6,63;0;0;0;0;1;0;0;1;4;0;0
10183;7,706;0;0;0;0;0;0;6;0;3;0;5
10681;8,487;5;5;0;5;6;0;5;0;2;0;4
