Iteration;Time;BestFitness;CurrentFitness;Threshold
146;0,308;180,0;181,0;181,0
147;0,308;180,0;180,0;181,0
148;0,309;180,0;180,0;181,0
153;0,31;180,0;180,0;181,0
156;0,312;180,0;180,0;181,0
157;0,317;178,0;180,0;180,0
158;0,317;178,0;178,0;180,0
159;0,317;178,0;178,0;180,0
160;0,323;177,0;178,0;178,0
164;0,324;177,0;177,0;178,0
165;0,324;177,0;177,0;178,0
168;0,325;177,0;177,0;178,0
173;0,331;176,0;177,0;177,0
176;0,335;174,0;176,0;176,0
177;0,335;174,0;174,0;176,0
179;0,336;174,0;174,0;176,0
181;0,338;172,0;174,0;174,0
182;0,34;169,0;172,0;172,0
183;0,342;166,0;169,0;169,0
184;0,343;166,0;166,0;169,0
186;0,343;166,0;166,0;169,0
188;0,345;165,0;166,0;166,0
190;0,348;161,0;165,0;165,0
192;0,35;156,0;161,0;161,0
193;0,351;156,0;156,0;161,0
194;0,351;156,0;156,0;161,0
196;0,353;155,0;156,0;156,0
199;0,356;154,0;155,0;155,0
203;0,357;154,0;154,0;155,0
205;0,357;154,0;154,0;155,0
207;0,359;147,0;154,0;154,0
208;0,36;147,0;147,0;154,0
209;0,361;147,0;147,0;154,0
210;0,363;145,0;147,0;147,0
213;0,364;145,0;145,0;147,0
214;0,366;142,0;145,0;145,0
216;0,368;140,0;142,0;142,0
218;0,369;140,0;140,0;142,0
219;0,369;140,0;140,0;142,0
221;0,37;140,0;140,0;142,0
222;0,373;139,0;140,0;140,0
223;0,375;137,0;139,0;139,0
226;0,378;134,0;137,0;137,0
228;0,38;133,0;134,0;134,0
231;0,381;133,0;133,0;134,0
234;0,383;132,0;133,0;133,0
236;0,386;131,0;132,0;132,0
237;0,386;131,0;131,0;132,0
238;0,387;131,0;131,0;132,0
240;0,389;129,0;131,0;131,0
241;0,391;127,0;129,0;129,0
242;0,392;127,0;127,0;129,0
244;0,394;125,0;127,0;127,0
247;0,396;124,0;125,0;125,0
248;0,397;124,0;124,0;125,0
251;0,399;123,0;124,0;124,0
253;0,4;123,0;123,0;124,0
254;0,401;123,0;123,0;124,0
255;0,401;123,0;123,0;124,0
257;0,402;123,0;123,0;124,0
258;0,404;121,0;123,0;123,0
261;0,406;119,0;121,0;121,0
267;0,409;118,0;119,0;119,0
269;0,41;118,0;118,0;119,0
270;0,412;116,0;118,0;118,0
271;0,412;116,0;116,0;118,0
272;0,416;115,0;116,0;116,0
273;0,416;115,0;115,0;116,0
275;0,421;114,0;115,0;115,0
276;0,422;114,0;114,0;115,0
277;0,422;114,0;114,0;115,0
278;0,423;114,0;114,0;115,0
279;0,423;114,0;114,0;115,0
281;0,429;113,0;114,0;114,0
283;0,429;113,0;113,0;114,0
285;0,435;111,0;113,0;113,0
286;0,436;111,0;111,0;113,0
287;0,441;109,0;111,0;111,0
288;0,441;109,0;109,0;111,0
290;0,442;109,0;109,0;111,0
291;0,443;109,0;109,0;111,0
293;0,448;108,0;109,0;109,0
294;0,451;105,0;108,0;108,0
295;0,451;105,0;105,0;108,0
296;0,453;104,0;105,0;105,0
298;0,454;104,0;104,0;105,0
299;0,455;104,0;104,0;105,0
300;0,455;104,0;104,0;105,0
301;0,458;103,0;104,0;104,0
305;0,458;103,0;103,0;104,0
308;0,459;103,0;103,0;104,0
309;0,46;103,0;104,0;104,0
310;0,46;103,0;104,0;104,0
313;0,461;103,0;104,0;104,0
315;0,462;103,0;104,0;104,0
317;0,462;103,0;103,0;104,0
321;0,464;103,0;103,0;104,0
322;0,464;103,0;103,0;104,0
329;0,467;99,0;103,0;103,0
330;0,469;96,0;99,0;99,0
331;0,47;96,0;96,0;99,0
334;0,471;96,0;96,0;99,0
335;0,471;96,0;96,0;99,0
336;0,472;96,0;96,0;99,0
337;0,474;92,0;96,0;96,0
339;0,476;91,0;92,0;92,0
341;0,478;90,0;91,0;91,0
342;0,479;90,0;90,0;91,0
343;0,479;90,0;90,0;91,0
345;0,48;90,0;90,0;91,0
346;0,48;90,0;90,0;91,0
348;0,481;90,0;90,0;91,0
351;0,482;90,0;90,0;91,0
352;0,482;90,0;90,0;91,0
354;0,483;90,0;90,0;91,0
357;0,484;90,0;90,0;91,0
358;0,485;90,0;90,0;91,0
359;0,486;90,0;90,0;91,0
360;0,486;90,0;90,0;91,0
361;0,486;90,0;90,0;91,0
362;0,487;90,0;91,0;91,0
364;0,488;90,0;91,0;91,0
365;0,488;90,0;91,0;91,0
367;0,488;90,0;91,0;91,0
369;0,489;90,0;91,0;91,0
370;0,489;90,0;91,0;91,0
372;0,49;90,0;91,0;91,0
373;0,49;90,0;91,0;91,0
374;0,491;90,0;90,0;91,0
379;0,492;90,0;90,0;91,0
381;0,493;90,0;90,0;91,0
382;0,494;90,0;90,0;91,0
383;0,495;90,0;90,0;91,0
385;0,496;90,0;90,0;91,0
386;0,496;90,0;90,0;91,0
387;0,497;90,0;90,0;91,0
388;0,498;89,0;90,0;90,0
393;0,5;88,0;89,0;89,0
395;0,501;88,0;88,0;89,0
397;0,501;88,0;88,0;89,0
398;0,502;88,0;88,0;89,0
399;0,502;88,0;88,0;89,0
402;0,503;88,0;88,0;89,0
403;0,505;87,0;88,0;88,0
404;0,506;87,0;87,0;88,0
409;0,507;87,0;87,0;88,0
410;0,507;87,0;87,0;88,0
414;0,509;86,0;87,0;87,0
415;0,511;84,0;86,0;86,0
416;0,512;84,0;84,0;86,0
418;0,513;84,0;84,0;86,0
419;0,513;84,0;84,0;86,0
422;0,514;84,0;84,0;86,0
424;0,515;84,0;84,0;86,0
425;0,515;84,0;84,0;86,0
429;0,516;84,0;84,0;86,0
430;0,517;84,0;85,0;86,0
431;0,517;84,0;85,0;86,0
433;0,517;84,0;84,0;86,0
435;0,52;83,0;84,0;84,0
437;0,52;83,0;83,0;84,0
439;0,521;83,0;83,0;84,0
441;0,523;82,0;83,0;83,0
443;0,524;82,0;82,0;83,0
445;0,525;82,0;82,0;83,0
447;0,525;82,0;82,0;83,0
448;0,525;82,0;82,0;83,0
452;0,526;82,0;82,0;83,0
461;0,528;82,0;83,0;83,0
462;0,529;82,0;83,0;83,0
466;0,53;82,0;82,0;83,0
467;0,532;81,0;82,0;82,0
470;0,533;81,0;81,0;82,0
472;0,534;81,0;81,0;82,0
473;0,534;81,0;81,0;82,0
474;0,535;81,0;81,0;82,0
476;0,537;80,0;81,0;81,0
477;0,537;80,0;80,0;81,0
478;0,54;77,0;80,0;80,0
480;0,543;76,0;77,0;77,0
481;0,545;75,0;76,0;76,0
483;0,546;75,0;75,0;76,0
484;0,548;74,0;75,0;75,0
487;0,55;73,0;74,0;74,0
489;0,551;73,0;73,0;74,0
490;0,552;73,0;73,0;74,0
494;0,552;73,0;73,0;74,0
495;0,553;73,0;73,0;74,0
496;0,554;73,0;73,0;74,0
500;0,555;73,0;73,0;74,0
501;0,556;73,0;73,0;74,0
502;0,557;73,0;74,0;74,0
503;0,557;73,0;74,0;74,0
504;0,557;73,0;73,0;74,0
511;0,559;73,0;73,0;74,0
512;0,56;73,0;73,0;74,0
513;0,56;73,0;73,0;74,0
514;0,561;73,0;73,0;74,0
516;0,563;72,0;73,0;73,0
519;0,564;72,0;72,0;73,0
521;0,565;72,0;72,0;73,0
523;0,566;72,0;72,0;73,0
525;0,566;72,0;72,0;73,0
526;0,567;72,0;72,0;73,0
527;0,568;72,0;72,0;73,0
528;0,568;72,0;72,0;73,0
529;0,569;72,0;72,0;73,0
533;0,57;72,0;72,0;73,0
535;0,572;71,0;72,0;72,0
536;0,572;71,0;71,0;72,0
537;0,573;71,0;71,0;72,0
539;0,574;71,0;71,0;72,0
542;0,575;71,0;71,0;72,0
545;0,575;71,0;71,0;72,0
547;0,577;71,0;71,0;72,0
549;0,577;71,0;71,0;72,0
551;0,577;71,0;71,0;72,0
554;0,579;71,0;72,0;72,0
555;0,579;71,0;72,0;72,0
563;0,581;71,0;72,0;72,0
567;0,582;71,0;72,0;72,0
569;0,582;71,0;72,0;72,0
570;0,583;71,0;72,0;72,0
571;0,584;71,0;72,0;72,0
572;0,584;71,0;72,0;72,0
574;0,585;71,0;72,0;72,0
576;0,586;71,0;72,0;72,0
580;0,587;71,0;71,0;72,0
581;0,587;71,0;71,0;72,0
584;0,588;71,0;71,0;72,0
587;0,588;71,0;71,0;72,0
588;0,589;71,0;72,0;72,0
593;0,59;71,0;72,0;73,0
596;0,591;71,0;71,0;73,0
599;0,591;71,0;71,0;73,0
600;0,593;70,0;71,0;71,0
601;0,594;70,0;70,0;71,0
603;0,595;70,0;70,0;71,0
604;0,595;70,0;70,0;71,0
605;0,595;70,0;70,0;71,0
606;0,597;69,0;70,0;70,0
607;0,598;69,0;69,0;70,0
611;0,599;69,0;69,0;70,0
612;0,6;69,0;69,0;70,0
613;0,6;69,0;69,0;70,0
614;0,601;69,0;69,0;70,0
615;0,601;69,0;69,0;70,0
616;0,603;68,0;69,0;69,0
618;0,606;66,0;68,0;68,0
619;0,606;66,0;66,0;68,0
621;0,607;66,0;66,0;68,0
625;0,608;66,0;66,0;68,0
630;0,609;66,0;66,0;68,0
631;0,61;66,0;67,0;68,0
632;0,611;66,0;67,0;68,0
636;0,612;66,0;67,0;68,0
639;0,613;66,0;66,0;68,0
640;0,614;66,0;66,0;68,0
641;0,614;66,0;66,0;68,0
644;0,616;66,0;66,0;68,0
645;0,616;66,0;66,0;68,0
647;0,618;65,0;66,0;66,0
648;0,619;65,0;65,0;66,0
649;0,62;65,0;65,0;66,0
651;0,62;65,0;65,0;66,0
652;0,621;65,0;65,0;66,0
653;0,621;65,0;65,0;66,0
654;0,622;65,0;65,0;66,0
655;0,622;65,0;65,0;66,0
656;0,622;65,0;65,0;66,0
658;0,624;65,0;65,0;66,0
659;0,625;64,0;65,0;65,0
661;0,626;64,0;64,0;65,0
665;0,629;63,0;64,0;64,0
667;0,629;63,0;63,0;64,0
671;0,63;63,0;63,0;64,0
673;0,631;63,0;63,0;64,0
675;0,632;63,0;63,0;64,0
676;0,632;63,0;63,0;64,0
678;0,633;63,0;63,0;64,0
679;0,634;63,0;63,0;64,0
681;0,637;62,0;63,0;63,0
683;0,637;62,0;62,0;63,0
685;0,638;62,0;62,0;63,0
690;0,64;62,0;62,0;63,0
691;0,64;62,0;62,0;63,0
693;0,64;62,0;62,0;63,0
696;0,641;62,0;62,0;63,0
699;0,642;62,0;62,0;63,0
701;0,643;62,0;62,0;63,0
702;0,643;62,0;62,0;63,0
703;0,643;62,0;62,0;63,0
704;0,644;62,0;62,0;63,0
705;0,645;62,0;62,0;63,0
708;0,646;61,0;62,0;62,0
709;0,647;61,0;61,0;62,0
712;0,648;61,0;61,0;62,0
717;0,649;61,0;61,0;62,0
721;0,65;61,0;61,0;62,0
726;0,651;61,0;61,0;62,0
730;0,652;61,0;61,0;62,0
731;0,653;61,0;61,0;62,0
732;0,653;61,0;61,0;62,0
734;0,654;61,0;61,0;62,0
735;0,654;61,0;61,0;62,0
737;0,655;61,0;62,0;62,0
738;0,655;61,0;62,0;62,0
743;0,657;61,0;62,0;62,0
745;0,657;61,0;62,0;62,0
746;0,659;61,0;62,0;62,0
749;0,66;61,0;62,0;62,0
753;0,661;61,0;62,0;62,0
757;0,662;61,0;62,0;62,0
758;0,662;61,0;62,0;62,0
764;0,663;61,0;62,0;62,0
768;0,664;61,0;62,0;62,0
769;0,665;61,0;62,0;62,0
771;0,666;61,0;62,0;62,0
773;0,667;61,0;61,0;62,0
774;0,667;61,0;61,0;62,0
778;0,668;61,0;61,0;62,0
779;0,669;61,0;61,0;62,0
781;0,67;61,0;61,0;62,0
786;0,671;61,0;61,0;62,0
787;0,672;61,0;61,0;62,0
788;0,672;61,0;61,0;62,0
792;0,673;61,0;61,0;62,0
795;0,674;61,0;61,0;63,0
800;0,676;61,0;61,0;63,0
803;0,677;61,0;61,0;63,0
805;0,678;61,0;61,0;63,0
807;0,679;61,0;61,0;63,0
808;0,679;61,0;61,0;63,0
809;0,679;61,0;61,0;63,0
811;0,68;61,0;62,0;63,0
817;0,682;61,0;62,0;63,0
821;0,684;60,0;62,0;61,0
822;0,685;60,0;60,0;61,0
826;0,69;59,0;60,0;60,0
828;0,691;59,0;59,0;60,0
834;0,693;59,0;59,0;60,0
843;0,699;58,0;59,0;59,0
846;0,7;58,0;58,0;59,0
847;0,701;58,0;58,0;59,0
849;0,701;58,0;58,0;59,0
850;0,702;58,0;58,0;59,0
851;0,703;58,0;58,0;59,0
852;0,703;58,0;58,0;59,0
853;0,704;58,0;58,0;59,0
854;0,705;58,0;58,0;59,0
859;0,706;58,0;58,0;59,0
860;0,707;58,0;58,0;59,0
864;0,708;58,0;58,0;59,0
867;0,709;58,0;58,0;59,0
869;0,71;58,0;58,0;59,0
870;0,711;58,0;58,0;59,0
875;0,712;58,0;59,0;59,0
876;0,713;58,0;59,0;59,0
878;0,714;58,0;59,0;59,0
882;0,715;58,0;59,0;59,0
885;0,716;58,0;59,0;59,0
886;0,717;58,0;59,0;59,0
889;0,718;58,0;59,0;59,0
891;0,719;58,0;59,0;59,0
892;0,72;58,0;59,0;59,0
896;0,721;58,0;59,0;59,0
898;0,721;58,0;59,0;59,0
899;0,722;58,0;59,0;59,0
901;0,723;58,0;59,0;59,0
906;0,725;58,0;59,0;59,0
907;0,725;58,0;59,0;59,0
910;0,726;58,0;59,0;59,0
916;0,727;58,0;58,0;59,0
921;0,728;58,0;58,0;59,0
922;0,729;58,0;58,0;59,0
926;0,73;58,0;58,0;59,0
928;0,731;58,0;58,0;59,0
929;0,732;58,0;58,0;59,0
930;0,732;58,0;58,0;59,0
932;0,732;58,0;58,0;59,0
934;0,733;58,0;58,0;59,0
936;0,734;58,0;58,0;59,0
939;0,735;58,0;58,0;59,0
940;0,736;58,0;58,0;59,0
941;0,736;58,0;58,0;59,0
943;0,737;58,0;58,0;59,0
944;0,737;58,0;59,0;59,0
945;0,738;58,0;59,0;59,0
946;0,739;58,0;59,0;59,0
950;0,74;58,0;59,0;59,0
951;0,741;58,0;59,0;59,0
953;0,742;58,0;59,0;59,0
955;0,743;58,0;59,0;59,0
957;0,743;58,0;59,0;59,0
958;0,744;58,0;59,0;59,0
961;0,745;58,0;59,0;60,0
965;0,746;58,0;59,0;60,0
966;0,747;58,0;59,0;60,0
967;0,747;58,0;59,0;60,0
969;0,748;58,0;59,0;60,0
972;0,748;58,0;59,0;60,0
973;0,749;58,0;60,0;60,0
974;0,75;58,0;60,0;60,0
975;0,75;58,0;59,0;60,0
977;0,751;58,0;58,0;60,0
984;0,753;58,0;58,0;60,0
986;0,759;57,0;58,0;58,0
990;0,76;57,0;57,0;58,0
991;0,761;57,0;57,0;58,0
994;0,761;57,0;57,0;58,0
999;0,763;57,0;57,0;58,0
1001;0,764;57,0;57,0;58,0
1003;0,765;57,0;57,0;58,0
1005;0,765;57,0;57,0;58,0
1011;0,767;57,0;57,0;58,0
1012;0,768;57,0;57,0;58,0
1013;0,768;57,0;57,0;58,0
1016;0,769;57,0;57,0;58,0
1019;0,77;57,0;57,0;58,0
1020;0,771;57,0;57,0;58,0
1021;0,771;57,0;57,0;58,0
1023;0,772;57,0;57,0;58,0
1024;0,772;57,0;57,0;58,0
1027;0,774;57,0;57,0;58,0
1028;0,775;57,0;57,0;58,0
1029;0,775;57,0;58,0;58,0
1031;0,776;57,0;57,0;58,0
1040;0,779;57,0;57,0;58,0
1043;0,78;57,0;57,0;58,0
1048;0,781;57,0;57,0;58,0
1050;0,782;57,0;57,0;58,0
1052;0,783;57,0;57,0;58,0
1055;0,784;57,0;57,0;58,0
1056;0,785;57,0;58,0;58,0
1057;0,785;57,0;58,0;58,0
1059;0,786;57,0;58,0;58,0
1061;0,787;57,0;57,0;58,0
1062;0,788;57,0;57,0;58,0
1064;0,789;57,0;57,0;58,0
1067;0,789;57,0;57,0;58,0
1068;0,79;57,0;57,0;58,0
1069;0,794;56,0;57,0;57,0
1071;0,795;56,0;56,0;57,0
1077;0,796;56,0;56,0;57,0
1078;0,797;56,0;56,0;57,0
1079;0,798;56,0;56,0;57,0
1082;0,798;56,0;56,0;57,0
1083;0,799;56,0;56,0;57,0
1085;0,8;56,0;56,0;57,0
1087;0,8;56,0;56,0;57,0
1088;0,802;56,0;56,0;57,0
1089;0,802;56,0;56,0;57,0
1092;0,803;56,0;56,0;57,0
1093;0,804;56,0;56,0;57,0
1104;0,806;56,0;56,0;57,0
1106;0,807;56,0;57,0;57,0
1107;0,807;56,0;57,0;57,0
1109;0,808;56,0;57,0;57,0
1110;0,809;56,0;57,0;57,0
1112;0,809;56,0;57,0;57,0
1113;0,809;56,0;56,0;57,0
1116;0,811;56,0;56,0;57,0
1118;0,811;56,0;56,0;57,0
1119;0,813;56,0;56,0;57,0
1120;0,813;56,0;56,0;57,0
1121;0,814;56,0;56,0;57,0
1122;0,815;56,0;56,0;57,0
1126;0,815;56,0;56,0;57,0
1127;0,816;56,0;56,0;57,0
1128;0,817;56,0;56,0;57,0
1133;0,818;56,0;56,0;57,0
1134;0,818;56,0;56,0;57,0
1135;0,819;56,0;56,0;57,0
1142;0,821;56,0;56,0;57,0
1148;0,822;56,0;56,0;57,0
1149;0,822;56,0;57,0;57,0
1150;0,823;56,0;57,0;57,0
1151;0,823;56,0;57,0;57,0
1152;0,824;56,0;57,0;57,0
1154;0,825;56,0;57,0;57,0
1155;0,825;56,0;56,0;57,0
1156;0,825;56,0;56,0;57,0
1157;0,826;56,0;56,0;57,0
1158;0,826;56,0;56,0;57,0
1159;0,827;56,0;56,0;57,0
1163;0,828;56,0;56,0;57,0
1169;0,829;56,0;56,0;57,0
1175;0,83;56,0;56,0;57,0
1181;0,833;55,0;56,0;56,0
1185;0,836;53,0;55,0;55,0
1187;0,837;53,0;53,0;55,0
1188;0,837;53,0;53,0;55,0
1190;0,838;53,0;53,0;55,0
1193;0,839;53,0;53,0;55,0
1195;0,84;53,0;53,0;55,0
1206;0,842;53,0;53,0;55,0
1207;0,843;53,0;53,0;55,0
1208;0,844;53,0;53,0;55,0
1211;0,845;53,0;53,0;55,0
1213;0,846;53,0;53,0;55,0
1214;0,848;52,0;53,0;53,0
1220;0,85;52,0;52,0;53,0
1225;0,851;52,0;52,0;53,0
1226;0,852;52,0;52,0;53,0
1228;0,852;52,0;52,0;53,0
1230;0,854;52,0;52,0;53,0
1231;0,854;52,0;52,0;53,0
1235;0,855;52,0;52,0;53,0
1236;0,856;52,0;52,0;53,0
1237;0,857;52,0;52,0;53,0
1238;0,858;52,0;52,0;53,0
1241;0,859;52,0;52,0;53,0
1244;0,859;52,0;52,0;53,0
1246;0,86;52,0;52,0;53,0
1248;0,861;52,0;52,0;53,0
1253;0,862;52,0;52,0;53,0
1255;0,864;52,0;53,0;53,0
1256;0,864;52,0;53,0;53,0
1257;0,865;52,0;53,0;53,0
1258;0,865;52,0;52,0;53,0
1259;0,866;52,0;52,0;53,0
1263;0,867;52,0;52,0;53,0
1264;0,868;52,0;52,0;53,0
1269;0,869;52,0;52,0;53,0
1271;0,869;52,0;52,0;53,0
1275;0,87;52,0;52,0;53,0
1278;0,871;52,0;52,0;53,0
1280;0,872;52,0;52,0;53,0
1282;0,873;52,0;52,0;53,0
1284;0,873;52,0;52,0;53,0
1286;0,874;52,0;52,0;53,0
1288;0,875;52,0;52,0;53,0
1290;0,876;52,0;52,0;53,0
1293;0,878;52,0;52,0;53,0
1297;0,879;52,0;52,0;53,0
1298;0,879;52,0;52,0;53,0
1299;0,88;52,0;52,0;53,0
1300;0,88;52,0;52,0;53,0
1301;0,881;52,0;52,0;53,0
1302;0,882;52,0;52,0;53,0
1303;0,882;52,0;52,0;53,0
1304;0,883;52,0;52,0;53,0
1305;0,884;52,0;53,0;53,0
1306;0,884;52,0;53,0;53,0
1307;0,885;52,0;53,0;53,0
1309;0,885;52,0;53,0;53,0
1310;0,888;51,0;53,0;52,0
1313;0,889;51,0;51,0;52,0
1315;0,89;51,0;51,0;52,0
1316;0,891;51,0;51,0;52,0
1318;0,892;51,0;51,0;52,0
1320;0,892;51,0;51,0;52,0
1321;0,894;50,0;51,0;51,0
1322;0,895;50,0;50,0;51,0
1323;0,895;50,0;50,0;51,0
1326;0,897;50,0;50,0;51,0
1327;0,898;50,0;50,0;51,0
1330;0,898;50,0;50,0;51,0
1332;0,899;50,0;50,0;51,0
1336;0,9;50,0;50,0;51,0
1338;0,901;50,0;50,0;51,0
1344;0,903;50,0;50,0;51,0
1346;0,904;50,0;50,0;51,0
1350;0,905;50,0;50,0;51,0
1351;0,905;50,0;50,0;51,0
1352;0,906;50,0;50,0;51,0
1354;0,906;50,0;50,0;51,0
1355;0,907;50,0;50,0;51,0
1357;0,908;50,0;50,0;51,0
1359;0,908;50,0;50,0;51,0
1360;0,908;50,0;50,0;51,0
1362;0,909;50,0;50,0;51,0
1364;0,91;50,0;50,0;51,0
1365;0,911;50,0;50,0;51,0
1366;0,911;50,0;50,0;51,0
1368;0,912;50,0;50,0;51,0
1371;0,913;50,0;50,0;51,0
1372;0,915;50,0;50,0;51,0
1374;0,916;50,0;50,0;51,0
1375;0,916;50,0;50,0;51,0
1378;0,917;50,0;50,0;51,0
1380;0,917;50,0;50,0;51,0
1381;0,917;50,0;50,0;51,0
1383;0,918;50,0;51,0;51,0
1384;0,918;50,0;51,0;51,0
1387;0,919;50,0;51,0;51,0
1392;0,92;50,0;51,0;51,0
1393;0,921;50,0;51,0;51,0
1396;0,921;50,0;51,0;51,0
1397;0,922;50,0;51,0;51,0
1400;0,922;50,0;51,0;51,0
1401;0,923;50,0;51,0;51,0
1403;0,924;50,0;51,0;51,0
1404;0,924;50,0;51,0;51,0
1405;0,925;50,0;51,0;51,0
1408;0,926;50,0;51,0;51,0
1409;0,926;50,0;51,0;51,0
1411;0,927;50,0;51,0;51,0
1415;0,929;50,0;51,0;51,0
1416;0,929;50,0;51,0;51,0
1418;0,93;50,0;51,0;51,0
1421;0,931;50,0;51,0;51,0
1423;0,931;50,0;51,0;51,0
1424;0,932;50,0;51,0;51,0
1435;0,933;50,0;51,0;51,0
1436;0,934;50,0;51,0;51,0
1438;0,935;50,0;51,0;51,0
1442;0,936;50,0;51,0;51,0
1447;0,937;50,0;51,0;51,0
1449;0,958;50,0;51,0;51,0
1451;0,959;50,0;50,0;51,0
1454;0,96;50,0;50,0;51,0
1462;0,961;50,0;50,0;51,0
1463;0,961;50,0;50,0;51,0
1465;0,961;50,0;50,0;51,0
1466;0,962;50,0;50,0;51,0
1469;0,963;50,0;50,0;51,0
1474;0,965;50,0;50,0;51,0
1475;0,965;50,0;50,0;51,0
1480;0,966;50,0;50,0;51,0
1481;0,967;50,0;50,0;51,0
1482;0,968;49,0;50,0;50,0
1489;0,97;49,0;49,0;50,0
1491;0,971;49,0;49,0;50,0
1492;0,971;49,0;49,0;50,0
1493;0,972;49,0;49,0;50,0
1494;0,973;49,0;49,0;50,0
1498;0,974;49,0;49,0;50,0
1499;0,974;49,0;49,0;50,0
1500;0,975;49,0;49,0;50,0
1501;0,975;49,0;49,0;50,0
1503;0,976;49,0;49,0;50,0
1504;0,976;49,0;49,0;50,0
1505;0,978;49,0;49,0;50,0
1507;0,978;49,0;49,0;50,0
1509;0,979;49,0;49,0;50,0
1510;0,98;49,0;49,0;50,0
1514;0,98;49,0;49,0;50,0
1516;0,981;49,0;49,0;50,0
1519;0,981;49,0;49,0;50,0
1520;0,982;49,0;49,0;50,0
1529;0,984;49,0;49,0;50,0
1533;0,985;49,0;49,0;50,0
1536;0,986;49,0;50,0;50,0
1537;0,986;49,0;50,0;50,0
1539;0,987;49,0;50,0;50,0
1542;0,988;49,0;50,0;50,0
1544;0,989;49,0;50,0;50,0
1548;0,991;49,0;50,0;50,0
1549;0,991;49,0;50,0;50,0
1552;0,992;49,0;50,0;50,0
1553;0,993;49,0;50,0;50,0
1554;0,993;49,0;50,0;50,0
1559;0,994;49,0;50,0;50,0
1562;0,995;49,0;50,0;50,0
1563;0,996;49,0;50,0;50,0
1567;0,998;49,0;50,0;50,0
1568;0,998;49,0;50,0;50,0
1569;0,999;49,0;50,0;50,0
1571;0,999;49,0;50,0;50,0
1575;1,0;49,0;50,0;50,0
1577;1,001;49,0;50,0;50,0
1581;1,001;49,0;50,0;50,0
1582;1,002;49,0;49,0;50,0
1585;1,003;49,0;49,0;50,0
1588;1,003;49,0;49,0;50,0
1589;1,004;49,0;49,0;50,0
1594;1,004;49,0;49,0;50,0
1597;1,005;49,0;49,0;50,0
1602;1,006;49,0;49,0;50,0
1604;1,007;49,0;49,0;50,0
1610;1,008;49,0;49,0;50,0
1615;1,009;49,0;49,0;50,0
1618;1,011;49,0;49,0;50,0
