Iteration;Time;BestFitness;Call-0;Best-0;Imp-0;Eq-0;Wrs-0;Tm-0;Call-1;Best-1;Imp-1;Eq-1;Wrs-1;Tm-1;Call-2;Best-2;Imp-2;Eq-2;Wrs-2;Tm-2;Call-3;Best-3;Imp-3;Eq-3;Wrs-3;Tm-3;Call-4;Best-4;Imp-4;Eq-4;Wrs-4;Tm-4;Call-5;Best-5;Imp-5;Eq-5;Wrs-5;Tm-5;Call-6;Best-6;Imp-6;Eq-6;Wrs-6;Tm-6;Call-7;Best-7;Imp-7;Eq-7;Wrs-7;Tm-7;Call-8;Best-8;Imp-8;Eq-8;Wrs-8;Tm-8;Call-9;Best-9;Imp-9;Eq-9;Wrs-9;Tm-9;Call-10;Best-10;Imp-10;Eq-10;Wrs-10;Tm-10;
126;0,286;210,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;5;0;0;1;4;0,002226;57;18;18;3;36;0,011956;8;5;5;2;1;0,007111;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;35;35;35;0;0;0,025419;6;0;0;3;3;8,08E-4;7;0;0;3;4;9,62E-4;
130;0,289;204,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;5;0;0;1;4;0,002226;59;18;18;4;37;0,012171;9;5;5;2;2;0,007653;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;36;36;36;0;0;0,026085;6;0;0;3;3;8,08E-4;7;0;0;3;4;9,62E-4;
131;0,291;196,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;5;0;0;1;4;0,002226;59;18;18;4;37;0,012171;9;5;5;2;2;0,007653;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;37;37;37;0;0;0,02676;6;0;0;3;3;8,08E-4;7;0;0;3;4;9,62E-4;
133;0,293;192,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;5;0;0;1;4;0,002226;59;18;18;4;37;0,012171;9;5;5;2;2;0,007653;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;38;38;38;0;0;0,0274;7;0;0;4;3;8,96E-4;7;0;0;3;4;9,62E-4;
137;0,296;191,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;5;0;0;1;4;0,002226;62;18;18;5;39;0,012509;9;5;5;2;2;0,007653;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;39;39;39;0;0;0,028024;7;0;0;4;3;8,96E-4;7;0;0;3;4;9,62E-4;
138;0,298;187,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;5;0;0;1;4;0,002226;62;18;18;5;39;0,012509;9;5;5;2;2;0,007653;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;40;40;40;0;0;0,028678;7;0;0;4;3;8,96E-4;7;0;0;3;4;9,62E-4;
139;0,299;184,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;5;0;0;1;4;0,002226;63;19;19;5;39;0,012631;9;5;5;2;2;0,007653;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;40;40;40;0;0;0,028678;7;0;0;4;3;8,96E-4;7;0;0;3;4;9,62E-4;
142;0,301;182,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;5;0;0;1;4;0,002226;64;19;19;5;40;0,012742;9;5;5;2;2;0,007653;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;41;41;41;0;0;0,029313;7;0;0;4;3;8,96E-4;8;0;0;3;5;0,00108;
143;0,303;181,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;5;0;0;1;4;0,002226;64;19;19;5;40;0,012742;10;6;6;2;2;0,008244;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;41;41;41;0;0;0,029313;7;0;0;4;3;8,96E-4;8;0;0;3;5;0,00108;
146;0,308;180,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;5;0;0;1;4;0,002226;65;19;19;6;40;0,012871;10;6;6;2;2;0,008244;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;42;42;42;0;0;0,030003;7;0;0;4;3;8,96E-4;9;0;0;3;6;0,001164;
157;0,317;178,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;5;0;0;1;4;0,002226;71;19;19;7;45;0,013682;11;6;6;2;3;0,008831;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;46;43;43;3;0;0,032563;7;0;0;4;3;8,96E-4;9;0;0;3;6;0,001164;
160;0,322;177,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;73;20;20;8;45;0,014048;11;6;6;2;3;0,008831;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;46;43;43;3;0;0,032563;7;0;0;4;3;8,96E-4;9;0;0;3;6;0,001164;
173;0,331;176,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;78;20;20;8;50;0,014766;12;6;6;2;4;0,009362;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;48;44;44;4;0;0,033886;11;0;0;6;5;0,001425;10;0;0;3;7;0,001331;
176;0,335;174,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;80;20;20;8;52;0,015064;12;6;6;2;4;0,009362;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;49;45;45;4;0;0,034562;11;0;0;6;5;0,001425;10;0;0;3;7;0,001331;
181;0,338;172,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;83;20;20;9;54;0,015394;13;7;7;2;4;0,009851;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;50;45;45;5;0;0,035177;11;0;0;6;5;0,001425;10;0;0;3;7;0,001331;
182;0,34;169,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;83;20;20;9;54;0,015394;13;7;7;2;4;0,009851;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;51;46;46;5;0;0,035862;11;0;0;6;5;0,001425;10;0;0;3;7;0,001331;
183;0,342;166,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;83;20;20;9;54;0,015394;13;7;7;2;4;0,009851;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;52;47;47;5;0;0,036514;11;0;0;6;5;0,001425;10;0;0;3;7;0,001331;
188;0,345;165,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;86;20;20;10;56;0,015674;13;7;7;2;4;0,009851;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;54;48;48;6;0;0,037743;11;0;0;6;5;0,001425;10;0;0;3;7;0,001331;
190;0,347;161,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;87;20;20;10;57;0,015791;13;7;7;2;4;0,009851;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;55;49;49;6;0;0,038371;11;0;0;6;5;0,001425;10;0;0;3;7;0,001331;
192;0,35;156,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;88;20;20;10;58;0,015946;13;7;7;2;4;0,009851;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;56;50;50;6;0;0,039006;11;0;0;6;5;0,001425;10;0;0;3;7;0,001331;
196;0,353;155,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;89;20;20;10;59;0,016052;14;7;7;3;4;0,010327;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;58;51;51;7;0;0,040282;11;0;0;6;5;0,001425;10;0;0;3;7;0,001331;
199;0,355;154,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;91;20;20;10;61;0,016295;14;7;7;3;4;0,010327;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;59;52;52;7;0;0,040895;11;0;0;6;5;0,001425;10;0;0;3;7;0,001331;
207;0,359;147,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;95;20;20;10;65;0,016712;15;7;7;4;4;0,010805;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;61;53;53;8;0;0,042132;11;0;0;6;5;0,001425;11;0;0;3;8;0,00145;
210;0,363;145,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;95;20;20;10;65;0,016712;15;7;7;4;4;0,010805;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;64;54;54;10;0;0,043968;11;0;0;6;5;0,001425;11;0;0;3;8;0,00145;
214;0,366;142,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;97;20;20;10;67;0,016934;15;7;7;4;4;0,010805;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;66;55;55;11;0;0,045162;11;0;0;6;5;0,001425;11;0;0;3;8;0,00145;
216;0,368;140,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;97;20;20;10;67;0,016934;16;7;7;4;5;0,011318;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;67;56;56;11;0;0,045794;11;0;0;6;5;0,001425;11;0;0;3;8;0,00145;
222;0,372;139,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;98;20;20;10;68;0,01705;17;7;7;4;6;0,0118;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;70;57;57;13;0;0,047593;12;0;0;7;5;0,001502;11;0;0;3;8;0,00145;
223;0,375;137,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;98;20;20;10;68;0,01705;17;7;7;4;6;0,0118;4;0;0;0;4;0,002143;1;1;1;0;0;0,006277;71;58;58;13;0;0,048237;12;0;0;7;5;0,001502;11;0;0;3;8;0,00145;
226;0,378;134,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;99;20;20;10;69;0,017173;17;7;7;4;6;0,0118;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;72;59;59;13;0;0,048852;12;0;0;7;5;0,001502;11;0;0;3;8;0,00145;
228;0,38;133,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;100;20;20;10;70;0,01729;17;7;7;4;6;0,0118;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;73;60;60;13;0;0,049467;12;0;0;7;5;0,001502;11;0;0;3;8;0,00145;
234;0,383;132,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;105;21;21;10;74;0,017804;17;7;7;4;6;0,0118;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;74;60;60;14;0;0,050066;12;0;0;7;5;0,001502;11;0;0;3;8;0,00145;
236;0,385;131,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;106;21;21;10;75;0,017919;17;7;7;4;6;0,0118;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;75;61;61;14;0;0,050683;12;0;0;7;5;0,001502;11;0;0;3;8;0,00145;
240;0,389;129,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;107;21;21;10;76;0,018009;17;7;7;4;6;0,0118;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;78;62;62;16;0;0,05245;12;0;0;7;5;0,001502;11;0;0;3;8;0,00145;
241;0,391;127,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;107;21;21;10;76;0,018009;17;7;7;4;6;0,0118;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;79;63;63;16;0;0,053099;12;0;0;7;5;0,001502;11;0;0;3;8;0,00145;
244;0,394;125,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;108;21;21;10;77;0,0181;17;7;7;4;6;0,0118;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;81;64;64;17;0;0,054303;12;0;0;7;5;0,001502;11;0;0;3;8;0,00145;
247;0,396;124,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;109;21;21;10;78;0,018213;18;7;7;4;7;0,012296;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;82;65;65;17;0;0,054942;12;0;0;7;5;0,001502;11;0;0;3;8;0,00145;
251;0,399;123,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;110;21;21;10;79;0,018305;18;7;7;4;7;0,012296;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;84;66;66;18;0;0,056193;12;0;0;7;5;0,001502;12;0;0;3;9;0,001553;
258;0,404;121,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;113;21;21;11;81;0,01861;18;7;7;4;7;0,012296;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;88;67;67;21;0;0,058535;12;0;0;7;5;0,001502;12;0;0;3;9;0,001553;
261;0,406;119,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;115;21;21;11;83;0,018902;18;7;7;4;7;0,012296;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;89;68;68;21;0;0,059184;12;0;0;7;5;0,001502;12;0;0;3;9;0,001553;
267;0,409;118,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;120;21;21;11;88;0,019419;18;7;7;4;7;0,012296;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;90;69;69;21;0;0,059773;12;0;0;7;5;0,001502;12;0;0;3;9;0,001553;
270;0,411;116,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;121;21;21;11;89;0,019533;18;7;7;4;7;0,012296;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;92;70;70;22;0;0,060965;12;0;0;7;5;0,001502;12;0;0;3;9;0,001553;
272;0,416;115,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;122;21;21;12;89;0,01965;18;7;7;4;7;0,012296;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;93;71;71;22;0;0,061587;12;0;0;7;5;0,001502;12;0;0;3;9;0,001553;
275;0,421;114,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;123;21;21;12;90;0,019792;19;8;8;4;7;0,012832;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;93;71;71;22;0;0,061587;13;0;0;8;5;0,001649;12;0;0;3;9;0,001553;
281;0,428;113,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;126;21;21;14;91;0,020305;19;8;8;4;7;0,012832;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;96;72;72;24;0;0,063575;13;0;0;8;5;0,001649;12;0;0;3;9;0,001553;
285;0,435;111,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;128;21;21;14;93;0,020625;19;8;8;4;7;0,012832;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;97;73;73;24;0;0,064267;13;0;0;8;5;0,001649;13;0;0;4;9;0,00168;
287;0,44;109,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;128;21;21;14;93;0,020625;19;8;8;4;7;0,012832;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;99;74;74;25;0;0,065616;13;0;0;8;5;0,001649;13;0;0;4;9;0,00168;
293;0,448;108,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;130;21;21;14;95;0,020881;20;8;8;5;7;0,013372;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;102;75;75;27;0;0,067493;13;0;0;8;5;0,001649;13;0;0;4;9;0,00168;
294;0,45;105,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;130;21;21;14;95;0,020881;20;8;8;5;7;0,013372;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;103;76;76;27;0;0,06812;13;0;0;8;5;0,001649;13;0;0;4;9;0,00168;
296;0,453;104,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;130;21;21;14;95;0,020881;20;8;8;5;7;0,013372;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;105;77;77;28;0;0,06933;13;0;0;8;5;0,001649;13;0;0;4;9;0,00168;
301;0,458;103,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;130;21;21;14;95;0,020881;21;8;8;5;8;0,013824;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;109;78;78;31;0;0,071695;13;0;0;8;5;0,001649;13;0;0;4;9;0,00168;
329;0,467;99,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;143;21;21;14;108;0,022187;23;8;8;5;10;0,014832;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;117;79;80;37;0;0,076276;16;0;0;8;8;0,001887;15;0;0;5;10;0,001856;
330;0,469;96,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;143;21;21;14;108;0,022187;24;9;9;5;10;0,015324;5;0;0;0;5;0,002414;1;1;1;0;0;0,006277;117;79;80;37;0;0,076276;16;0;0;8;8;0,001887;15;0;0;5;10;0,001856;
337;0,474;92,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;144;21;21;14;109;0,022286;26;9;9;6;11;0,01622;5;0;0;0;5;0,002414;2;2;2;0;0;0,007267;120;79;80;40;0;0,078063;16;0;0;8;8;0,001887;15;0;0;5;10;0,001856;
339;0,476;91,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;145;21;21;14;110;0,0224;26;9;9;6;11;0,01622;5;0;0;0;5;0,002414;2;2;2;0;0;0,007267;121;80;81;40;0;0,078649;16;0;0;8;8;0,001887;15;0;0;5;10;0,001856;
341;0,478;90,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;146;21;21;14;111;0,022505;26;9;9;6;11;0,01622;5;0;0;0;5;0,002414;2;2;2;0;0;0,007267;122;81;82;40;0;0,079227;16;0;0;8;8;0,001887;15;0;0;5;10;0,001856;
388;0,498;89,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;160;22;22;16;122;0,023839;32;9;9;7;16;0,018908;5;0;0;0;5;0,002414;2;2;2;0;0;0,007267;144;81;83;61;0;0,091737;18;0;0;9;9;0,002046;18;0;0;7;11;0,002137;
393;0,5;88,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;164;22;22;16;126;0,024225;32;9;9;7;16;0,018908;5;0;0;0;5;0,002414;2;2;2;0;0;0,007267;145;82;84;61;0;0,092293;18;0;0;9;9;0,002046;18;0;0;7;11;0,002137;
403;0,505;87,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;168;22;22;17;129;0,024608;32;9;9;7;16;0,018908;5;0;0;0;5;0,002414;3;2;2;1;0;0,008224;148;83;85;63;0;0,093962;19;0;0;9;10;0,00212;19;0;0;8;11;0,002228;
414;0,509;86,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;175;22;22;17;136;0,02522;32;9;9;7;16;0,018908;5;0;0;0;5;0,002414;3;2;2;1;0;0,008224;151;84;86;65;0;0,095857;19;0;0;9;10;0,00212;20;0;0;9;11;0,002295;
415;0,511;84,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;175;22;22;17;136;0,02522;32;9;9;7;16;0,018908;5;0;0;0;5;0,002414;4;3;3;1;0;0,009248;151;84;86;65;0;0,095857;19;0;0;9;10;0,00212;20;0;0;9;11;0,002295;
435;0,519;83,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;185;22;22;18;145;0,026133;33;9;9;7;17;0,01939;5;0;0;0;5;0,002414;4;3;3;1;0;0,009248;160;85;88;72;0;0,100824;19;0;0;9;10;0,00212;20;0;0;9;11;0,002295;
441;0,523;82,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;6;0;0;2;4;0,002431;186;22;22;18;146;0,026241;35;9;9;7;19;0,020239;5;0;0;0;5;0,002414;4;3;3;1;0;0,009248;162;86;89;73;0;0,102131;20;0;0;10;10;0,002192;20;0;0;9;11;0,002295;
467;0,532;81,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;7;0;0;2;5;0,002585;198;22;22;18;158;0,027326;37;9;9;7;21;0,021113;6;0;0;0;6;0,002713;5;3;4;1;0;0,010229;168;87;90;78;0;0,105439;21;0;0;10;11;0,002277;22;0;0;10;12;0,002433;
476;0,536;80,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;7;0;0;2;5;0,002585;201;22;22;18;161;0,027587;38;9;9;7;22;0,021595;6;0;0;0;6;0,002713;5;3;4;1;0;0,010229;173;88;91;82;0;0,108111;21;0;0;10;11;0,002277;22;0;0;10;12;0,002433;
478;0,54;77,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;7;0;0;2;5;0,002585;201;22;22;18;161;0,027587;39;10;10;7;22;0,022025;6;0;0;0;6;0,002713;5;3;4;1;0;0,010229;174;88;91;83;0;0,108732;21;0;0;10;11;0,002277;22;0;0;10;12;0,002433;
480;0,543;76,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;7;0;0;2;5;0,002585;202;22;22;18;162;0,027691;39;10;10;7;22;0,022025;6;0;0;0;6;0,002713;5;3;4;1;0;0,010229;175;89;92;83;0;0,109306;21;0;0;10;11;0,002277;22;0;0;10;12;0,002433;
481;0,545;75,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;7;0;0;2;5;0,002585;202;22;22;18;162;0,027691;39;10;10;7;22;0,022025;6;0;0;0;6;0,002713;5;3;4;1;0;0,010229;176;90;93;83;0;0,109917;21;0;0;10;11;0,002277;22;0;0;10;12;0,002433;
484;0,547;74,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;7;0;0;2;5;0,002585;202;22;22;18;162;0,027691;39;10;10;7;22;0,022025;6;0;0;0;6;0,002713;5;3;4;1;0;0,010229;178;91;94;84;0;0,111074;21;0;0;10;11;0,002277;23;0;0;10;13;0,002528;
487;0,55;73,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;7;0;0;2;5;0,002585;204;22;22;18;164;0,027888;39;10;10;7;22;0,022025;6;0;0;0;6;0,002713;5;3;4;1;0;0,010229;179;92;95;84;0;0,111709;21;0;0;10;11;0,002277;23;0;0;10;13;0,002528;
516;0,563;72,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;8;0;0;2;6;0,002777;213;22;22;18;173;0,028708;42;10;10;7;25;0,023405;7;0;0;0;7;0,0029;6;3;4;2;0;0,011221;191;93;96;95;0;0,119428;23;0;1;10;12;0,002461;23;0;0;10;13;0,002528;
535;0,572;71,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;11;0;0;2;9;0,003248;219;22;22;18;179;0,029264;42;10;10;7;25;0,023405;7;0;0;0;7;0,0029;6;3;4;2;0;0,011221;201;94;97;104;0;0,125558;23;0;1;10;12;0,002461;23;0;0;10;13;0,002528;
600;0,593;70,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;12;0;0;2;10;0,003398;244;22;22;18;204;0,031548;51;11;12;11;28;0,027356;9;0;0;0;9;0,003285;7;3;4;3;0;0,012191;218;94;98;120;0;0,13633;27;0;1;10;16;0,002792;29;0;0;11;18;0,003081;
606;0,597;69,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;12;0;0;2;10;0,003398;244;22;22;18;204;0,031548;52;11;12;11;29;0,027807;9;0;0;0;9;0,003285;7;3;4;3;0;0,012191;221;95;99;122;0;0,138275;28;0;1;11;16;0,002862;30;0;0;12;18;0,003152;
616;0,603;68,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;12;0;0;2;10;0,003398;247;22;22;18;207;0,031819;52;11;12;11;29;0,027807;9;0;0;0;9;0,003285;7;3;4;3;0;0,012191;228;96;100;128;0;0,142665;28;0;1;11;16;0,002862;30;0;0;12;18;0,003152;
618;0,605;66,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;12;0;0;2;10;0,003398;248;22;22;18;208;0,031923;52;11;12;11;29;0,027807;9;0;0;0;9;0,003285;8;4;5;3;0;0,013206;228;96;100;128;0;0,142665;28;0;1;11;16;0,002862;30;0;0;12;18;0,003152;
647;0,618;65,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;13;0;0;2;11;0,00353;261;22;22;18;221;0,033111;53;11;12;11;30;0,02825;9;0;0;0;9;0,003285;11;4;6;5;0;0,01672;237;97;101;136;0;0,14832;29;0;1;11;17;0,002942;31;0;0;12;19;0,003239;
659;0,625;64,0;1;1;1;0;0;0,037178;1;1;1;0;0;0,027089;1;0;0;1;0;0,011895;13;0;0;2;11;0,00353;263;22;22;19;222;0,033277;54;11;12;11;31;0,028692;9;0;0;0;9;0,003285;11;4;6;5;0;0,01672;245;98;102;143;0;0,153253;29;0;1;11;17;0,002942;32;0;0;13;19;0,003315;
