Iteration;Time;BestFitness;CurrentFitness;Threshold
89;0,236;259,0;261,0;261,0
90;0,237;259,0;259,0;261,0
91;0,237;259,0;259,0;261,0
93;0,239;257,0;259,0;259,0
95;0,241;252,0;257,0;257,0
96;0,243;249,0;252,0;252,0
97;0,245;246,0;249,0;249,0
100;0,251;244,0;246,0;246,0
101;0,256;239,0;244,0;244,0
102;0,262;236,0;239,0;239,0
104;0,265;233,0;236,0;236,0
105;0,267;229,0;233,0;233,0
106;0,27;223,0;229,0;229,0
109;0,273;220,0;223,0;223,0
114;0,276;219,0;220,0;220,0
116;0,279;217,0;219,0;219,0
117;0,279;217,0;217,0;219,0
120;0,281;213,0;217,0;217,0
121;0,283;209,0;213,0;213,0
122;0,285;205,0;209,0;209,0
123;0,287;202,0;205,0;205,0
124;0,29;197,0;202,0;202,0
125;0,292;196,0;197,0;197,0
126;0,294;195,0;196,0;196,0
127;0,296;192,0;195,0;195,0
128;0,298;190,0;192,0;192,0
130;0,298;190,0;190,0;192,0
132;0,301;188,0;190,0;190,0
133;0,301;188,0;188,0;190,0
135;0,303;186,0;188,0;188,0
136;0,304;186,0;186,0;188,0
137;0,306;183,0;186,0;186,0
138;0,308;181,0;183,0;183,0
139;0,31;175,0;181,0;181,0
140;0,31;175,0;175,0;181,0
141;0,314;173,0;175,0;175,0
142;0,32;172,0;173,0;173,0
143;0,325;171,0;172,0;172,0
144;0,331;169,0;171,0;171,0
145;0,331;169,0;169,0;171,0
147;0,336;167,0;169,0;169,0
148;0,336;167,0;167,0;169,0
149;0,339;165,0;167,0;167,0
150;0,341;163,0;165,0;165,0
153;0,341;163,0;163,0;165,0
156;0,344;162,0;163,0;163,0
157;0,345;162,0;162,0;163,0
158;0,345;162,0;162,0;163,0
159;0,347;160,0;162,0;162,0
160;0,349;157,0;160,0;160,0
161;0,35;156,0;157,0;157,0
162;0,352;155,0;156,0;156,0
165;0,353;155,0;155,0;156,0
166;0,355;153,0;155,0;155,0
169;0,357;150,0;153,0;153,0
170;0,357;150,0;150,0;153,0
171;0,359;148,0;150,0;150,0
172;0,36;148,0;148,0;150,0
174;0,362;147,0;148,0;148,0
176;0,365;144,0;147,0;147,0
178;0,366;144,0;144,0;147,0
179;0,368;142,0;144,0;144,0
180;0,371;140,0;142,0;142,0
182;0,372;140,0;140,0;142,0
185;0,374;140,0;140,0;142,0
186;0,377;139,0;140,0;140,0
189;0,378;139,0;139,0;140,0
191;0,381;134,0;139,0;139,0
193;0,384;132,0;134,0;134,0
195;0,384;132,0;132,0;134,0
196;0,386;130,0;132,0;132,0
198;0,388;126,0;130,0;130,0
201;0,389;126,0;126,0;130,0
202;0,389;126,0;126,0;130,0
204;0,39;126,0;126,0;130,0
206;0,391;126,0;126,0;130,0
208;0,393;125,0;126,0;126,0
209;0,395;124,0;125,0;125,0
210;0,397;123,0;124,0;124,0
211;0,397;123,0;123,0;124,0
214;0,4;122,0;123,0;123,0
215;0,4;122,0;122,0;123,0
216;0,4;122,0;122,0;123,0
218;0,403;119,0;122,0;122,0
220;0,405;118,0;119,0;119,0
221;0,408;117,0;118,0;118,0
225;0,409;117,0;117,0;118,0
226;0,409;117,0;117,0;118,0
227;0,411;114,0;117,0;117,0
230;0,412;114,0;114,0;117,0
234;0,413;114,0;114,0;117,0
235;0,414;114,0;115,0;117,0
238;0,415;114,0;115,0;117,0
240;0,415;114,0;114,0;117,0
242;0,416;114,0;114,0;117,0
243;0,416;114,0;114,0;117,0
244;0,42;111,0;114,0;114,0
247;0,425;110,0;111,0;111,0
248;0,426;110,0;110,0;111,0
250;0,426;110,0;110,0;111,0
251;0,427;110,0;110,0;111,0
253;0,433;109,0;110,0;110,0
256;0,434;109,0;109,0;110,0
261;0,436;109,0;109,0;110,0
262;0,441;107,0;109,0;109,0
264;0,442;107,0;107,0;109,0
265;0,448;105,0;107,0;107,0
266;0,448;105,0;105,0;107,0
267;0,455;104,0;105,0;105,0
268;0,455;104,0;104,0;105,0
272;0,456;104,0;104,0;105,0
274;0,457;104,0;104,0;105,0
275;0,459;102,0;104,0;104,0
276;0,459;102,0;102,0;104,0
277;0,461;100,0;102,0;102,0
279;0,461;100,0;100,0;102,0
280;0,463;99,0;100,0;100,0
281;0,465;98,0;99,0;99,0
285;0,467;98,0;98,0;99,0
286;0,468;98,0;98,0;99,0
288;0,47;97,0;98,0;98,0
289;0,472;95,0;97,0;97,0
290;0,473;95,0;95,0;97,0
291;0,473;95,0;95,0;97,0
292;0,474;95,0;95,0;97,0
293;0,476;94,0;95,0;95,0
294;0,477;94,0;94,0;95,0
297;0,479;93,0;94,0;94,0
300;0,48;93,0;93,0;94,0
301;0,481;93,0;93,0;94,0
302;0,482;92,0;93,0;93,0
303;0,483;92,0;92,0;93,0
304;0,484;92,0;92,0;93,0
305;0,486;90,0;92,0;92,0
306;0,486;90,0;90,0;92,0
308;0,487;90,0;90,0;92,0
310;0,49;89,0;90,0;90,0
311;0,492;88,0;89,0;89,0
312;0,493;88,0;88,0;89,0
313;0,494;88,0;88,0;89,0
316;0,495;88,0;88,0;89,0
317;0,496;88,0;88,0;89,0
318;0,496;88,0;88,0;89,0
319;0,496;88,0;88,0;89,0
323;0,497;88,0;88,0;89,0
324;0,499;86,0;88,0;88,0
325;0,5;86,0;86,0;88,0
326;0,5;86,0;86,0;88,0
327;0,501;86,0;86,0;88,0
328;0,503;84,0;86,0;86,0
330;0,504;84,0;84,0;86,0
331;0,505;83,0;84,0;84,0
332;0,508;82,0;83,0;83,0
333;0,508;82,0;82,0;83,0
335;0,51;82,0;82,0;83,0
338;0,511;82,0;82,0;83,0
341;0,512;82,0;82,0;83,0
342;0,513;82,0;83,0;83,0
343;0,514;82,0;83,0;83,0
346;0,515;82,0;83,0;83,0
353;0,517;82,0;83,0;83,0
354;0,518;82,0;83,0;83,0
359;0,519;82,0;83,0;83,0
366;0,521;82,0;83,0;83,0
367;0,521;82,0;83,0;83,0
369;0,522;82,0;83,0;84,0
370;0,522;82,0;82,0;84,0
374;0,523;82,0;82,0;84,0
376;0,524;82,0;82,0;84,0
377;0,525;82,0;82,0;84,0
378;0,525;82,0;82,0;84,0
379;0,526;82,0;82,0;84,0
380;0,526;82,0;82,0;84,0
383;0,528;82,0;82,0;84,0
384;0,53;81,0;82,0;82,0
386;0,532;79,0;81,0;81,0
387;0,534;77,0;79,0;79,0
388;0,534;77,0;77,0;79,0
390;0,536;77,0;77,0;79,0
393;0,537;77,0;77,0;79,0
395;0,537;77,0;77,0;79,0
396;0,538;77,0;77,0;79,0
397;0,539;77,0;77,0;79,0
398;0,541;76,0;77,0;77,0
399;0,541;76,0;76,0;77,0
400;0,543;74,0;76,0;76,0
402;0,543;74,0;74,0;76,0
403;0,543;74,0;74,0;76,0
404;0,544;74,0;74,0;76,0
405;0,546;73,0;74,0;74,0
408;0,55;72,0;73,0;73,0
410;0,55;72,0;72,0;73,0
412;0,551;72,0;72,0;73,0
415;0,552;72,0;72,0;73,0
418;0,552;72,0;72,0;73,0
419;0,553;72,0;72,0;73,0
420;0,553;72,0;73,0;73,0
421;0,553;72,0;73,0;73,0
423;0,554;72,0;72,0;73,0
424;0,555;72,0;72,0;73,0
427;0,556;72,0;72,0;73,0
428;0,557;72,0;72,0;73,0
431;0,558;72,0;72,0;73,0
432;0,558;72,0;72,0;73,0
434;0,559;72,0;72,0;73,0
435;0,559;72,0;72,0;73,0
438;0,561;72,0;72,0;73,0
439;0,561;72,0;72,0;73,0
440;0,561;72,0;72,0;73,0
441;0,562;72,0;72,0;73,0
448;0,565;71,0;72,0;72,0
450;0,566;71,0;71,0;72,0
454;0,567;71,0;71,0;72,0
460;0,569;71,0;71,0;72,0
463;0,571;71,0;72,0;72,0
466;0,572;71,0;72,0;72,0
469;0,573;71,0;72,0;72,0
473;0,574;71,0;71,0;72,0
474;0,575;71,0;71,0;72,0
476;0,576;71,0;71,0;72,0
482;0,577;71,0;71,0;72,0
484;0,578;71,0;72,0;72,0
485;0,578;71,0;72,0;72,0
487;0,579;71,0;72,0;72,0
490;0,58;71,0;72,0;72,0
494;0,581;71,0;71,0;72,0
495;0,583;70,0;71,0;71,0
497;0,583;70,0;70,0;71,0
499;0,584;70,0;70,0;71,0
502;0,585;70,0;70,0;71,0
505;0,586;70,0;70,0;71,0
509;0,588;70,0;70,0;71,0
512;0,588;70,0;70,0;71,0
514;0,589;70,0;70,0;71,0
515;0,589;70,0;71,0;71,0
516;0,59;70,0;71,0;71,0
521;0,59;70,0;71,0;71,0
523;0,591;70,0;70,0;71,0
525;0,592;70,0;70,0;71,0
527;0,592;70,0;70,0;71,0
528;0,593;70,0;70,0;71,0
530;0,594;70,0;70,0;71,0
534;0,594;70,0;70,0;71,0
535;0,595;70,0;70,0;71,0
537;0,596;70,0;70,0;71,0
541;0,597;70,0;70,0;71,0
542;0,598;69,0;70,0;70,0
544;0,599;69,0;69,0;70,0
548;0,601;68,0;69,0;69,0
554;0,602;68,0;68,0;69,0
559;0,605;67,0;68,0;68,0
561;0,607;67,0;67,0;68,0
564;0,608;67,0;67,0;68,0
568;0,609;67,0;67,0;68,0
570;0,61;67,0;67,0;68,0
571;0,61;67,0;67,0;68,0
572;0,611;67,0;67,0;68,0
573;0,611;67,0;67,0;68,0
574;0,611;67,0;67,0;68,0
579;0,613;67,0;67,0;68,0
580;0,613;67,0;67,0;68,0
582;0,613;67,0;67,0;68,0
583;0,613;67,0;68,0;68,0
585;0,614;67,0;68,0;68,0
589;0,616;67,0;68,0;68,0
590;0,616;67,0;68,0;68,0
591;0,616;67,0;68,0;68,0
593;0,617;67,0;68,0;68,0
596;0,618;67,0;68,0;68,0
599;0,618;67,0;68,0;68,0
600;0,619;67,0;68,0;68,0
601;0,619;67,0;68,0;68,0
603;0,62;67,0;68,0;68,0
605;0,622;66,0;68,0;67,0
607;0,623;66,0;66,0;67,0
608;0,623;66,0;66,0;67,0
609;0,623;66,0;66,0;67,0
617;0,625;66,0;66,0;67,0
621;0,626;66,0;66,0;67,0
623;0,627;66,0;66,0;67,0
625;0,629;65,0;66,0;66,0
627;0,629;65,0;65,0;66,0
633;0,63;65,0;65,0;66,0
638;0,632;65,0;65,0;66,0
640;0,633;65,0;65,0;66,0
643;0,634;65,0;65,0;66,0
646;0,635;65,0;66,0;66,0
648;0,635;65,0;66,0;66,0
652;0,636;65,0;65,0;66,0
653;0,636;65,0;65,0;66,0
655;0,637;65,0;65,0;66,0
660;0,638;65,0;65,0;66,0
662;0,639;65,0;65,0;66,0
664;0,641;64,0;65,0;65,0
665;0,642;64,0;64,0;65,0
667;0,643;64,0;64,0;65,0
669;0,644;64,0;64,0;65,0
670;0,644;64,0;64,0;65,0
672;0,645;64,0;64,0;65,0
675;0,646;63,0;64,0;64,0
678;0,647;63,0;63,0;64,0
679;0,648;63,0;63,0;64,0
682;0,649;63,0;63,0;64,0
688;0,65;63,0;63,0;64,0
690;0,651;63,0;63,0;64,0
692;0,652;63,0;63,0;64,0
693;0,652;63,0;63,0;64,0
694;0,652;63,0;63,0;64,0
697;0,653;63,0;63,0;64,0
704;0,655;63,0;63,0;64,0
706;0,655;63,0;63,0;64,0
711;0,657;63,0;64,0;64,0
712;0,657;63,0;64,0;64,0
713;0,657;63,0;64,0;64,0
714;0,657;63,0;64,0;64,0
716;0,658;63,0;64,0;64,0
719;0,659;63,0;64,0;64,0
722;0,66;63,0;64,0;64,0
723;0,66;63,0;64,0;64,0
724;0,661;63,0;64,0;64,0
728;0,662;63,0;64,0;64,0
730;0,663;63,0;64,0;64,0
732;0,664;63,0;63,0;64,0
733;0,664;63,0;63,0;64,0
735;0,666;62,0;63,0;63,0
738;0,667;62,0;62,0;63,0
744;0,668;62,0;62,0;63,0
747;0,671;61,0;62,0;62,0
751;0,672;61,0;61,0;62,0
756;0,673;61,0;61,0;62,0
757;0,674;61,0;61,0;62,0
758;0,675;61,0;61,0;62,0
764;0,679;60,0;61,0;61,0
765;0,679;60,0;60,0;61,0
768;0,68;60,0;60,0;61,0
770;0,681;60,0;60,0;61,0
772;0,682;60,0;60,0;61,0
776;0,683;60,0;60,0;61,0
777;0,688;58,0;60,0;60,0
778;0,689;58,0;58,0;60,0
782;0,69;58,0;58,0;60,0
783;0,691;58,0;58,0;60,0
792;0,693;58,0;58,0;60,0
795;0,693;58,0;58,0;60,0
796;0,694;58,0;58,0;60,0
801;0,696;58,0;58,0;60,0
803;0,696;58,0;60,0;60,0
806;0,697;58,0;60,0;60,0
807;0,697;58,0;60,0;60,0
808;0,698;58,0;59,0;60,0
811;0,699;58,0;59,0;60,0
812;0,699;58,0;59,0;60,0
814;0,7;58,0;59,0;60,0
821;0,702;58,0;59,0;60,0
822;0,702;58,0;59,0;60,0
826;0,704;58,0;59,0;60,0
831;0,705;58,0;58,0;60,0
832;0,706;58,0;58,0;60,0
833;0,706;58,0;58,0;60,0
838;0,708;58,0;58,0;60,0
840;0,71;58,0;58,0;60,0
846;0,712;58,0;58,0;60,0
850;0,713;58,0;58,0;60,0
851;0,714;58,0;59,0;60,0
852;0,715;58,0;58,0;60,0
854;0,716;58,0;58,0;60,0
858;0,718;58,0;58,0;60,0
861;0,719;58,0;58,0;60,0
863;0,72;58,0;58,0;60,0
864;0,72;58,0;58,0;60,0
866;0,721;58,0;58,0;60,0
872;0,723;58,0;58,0;60,0
873;0,724;58,0;58,0;60,0
875;0,725;58,0;58,0;60,0
876;0,725;58,0;58,0;60,0
880;0,726;58,0;58,0;60,0
881;0,727;58,0;58,0;60,0
882;0,728;58,0;60,0;60,0
883;0,728;58,0;60,0;60,0
888;0,73;58,0;60,0;60,0
892;0,731;58,0;60,0;60,0
894;0,732;58,0;60,0;60,0
900;0,735;58,0;58,0;60,0
901;0,735;58,0;58,0;60,0
902;0,736;58,0;58,0;60,0
903;0,736;58,0;58,0;60,0
908;0,738;58,0;58,0;61,0
913;0,74;58,0;58,0;61,0
916;0,74;58,0;58,0;61,0
918;0,741;58,0;58,0;61,0
920;0,742;58,0;58,0;61,0
921;0,742;58,0;58,0;61,0
923;0,743;58,0;61,0;61,0
926;0,745;58,0;58,0;61,0
930;0,75;57,0;58,0;58,0
933;0,751;57,0;57,0;58,0
934;0,752;57,0;57,0;58,0
935;0,753;57,0;57,0;58,0
937;0,754;57,0;57,0;58,0
939;0,754;57,0;57,0;58,0
941;0,755;57,0;57,0;58,0
942;0,756;57,0;57,0;58,0
944;0,757;57,0;57,0;58,0
945;0,757;57,0;57,0;58,0
947;0,759;57,0;57,0;58,0
949;0,759;57,0;57,0;58,0
951;0,76;57,0;57,0;58,0
954;0,761;57,0;57,0;58,0
956;0,762;57,0;57,0;58,0
957;0,762;57,0;57,0;58,0
959;0,764;57,0;57,0;58,0
960;0,764;57,0;57,0;58,0
963;0,766;57,0;57,0;58,0
966;0,766;57,0;57,0;58,0
968;0,768;57,0;57,0;58,0
973;0,769;57,0;57,0;58,0
975;0,77;57,0;58,0;58,0
976;0,771;57,0;58,0;58,0
979;0,771;57,0;58,0;58,0
985;0,774;57,0;58,0;58,0
986;0,774;57,0;58,0;58,0
988;0,775;57,0;58,0;58,0
992;0,777;57,0;58,0;58,0
993;0,777;57,0;57,0;58,0
994;0,777;57,0;57,0;58,0
995;0,778;57,0;57,0;58,0
996;0,779;57,0;57,0;58,0
1002;0,781;57,0;57,0;58,0
1005;0,782;57,0;57,0;58,0
1006;0,782;57,0;57,0;58,0
1009;0,783;57,0;57,0;58,0
1011;0,784;57,0;57,0;58,0
1016;0,786;57,0;57,0;58,0
1025;0,788;57,0;57,0;58,0
1034;0,791;57,0;57,0;58,0
1035;0,792;57,0;57,0;58,0
1036;0,795;56,0;57,0;57,0
1038;0,796;56,0;56,0;57,0
1040;0,796;56,0;56,0;57,0
1041;0,797;56,0;56,0;57,0
1045;0,798;56,0;56,0;57,0
1046;0,798;56,0;56,0;57,0
1047;0,799;56,0;56,0;57,0
1054;0,801;56,0;56,0;57,0
1056;0,801;56,0;56,0;57,0
1058;0,802;56,0;56,0;57,0
1060;0,825;55,0;56,0;56,0
1061;0,826;55,0;55,0;56,0
1062;0,826;55,0;55,0;56,0
1065;0,828;55,0;55,0;56,0
1066;0,828;55,0;55,0;56,0
1071;0,83;55,0;55,0;56,0
1073;0,831;55,0;55,0;56,0
1076;0,831;55,0;55,0;56,0
1080;0,832;55,0;55,0;56,0
1083;0,839;55,0;55,0;56,0
1087;0,84;55,0;55,0;56,0
1094;0,842;55,0;55,0;56,0
1096;0,843;55,0;55,0;56,0
1098;0,843;55,0;55,0;56,0
1101;0,844;55,0;55,0;56,0
1104;0,844;55,0;55,0;56,0
1112;0,846;55,0;56,0;56,0
1116;0,847;55,0;55,0;56,0
1117;0,847;55,0;55,0;56,0
1119;0,848;55,0;55,0;56,0
1121;0,848;55,0;55,0;56,0
1130;0,851;55,0;55,0;56,0
1131;0,852;55,0;55,0;56,0
1132;0,852;55,0;55,0;56,0
1134;0,853;55,0;55,0;56,0
1135;0,854;55,0;55,0;56,0
1138;0,855;55,0;55,0;56,0
1142;0,856;55,0;55,0;56,0
1148;0,857;55,0;55,0;56,0
1150;0,858;55,0;55,0;56,0
1153;0,858;55,0;55,0;56,0
1154;0,859;55,0;55,0;56,0
1155;0,859;55,0;55,0;56,0
1163;0,862;55,0;55,0;56,0
1165;0,865;55,0;55,0;56,0
1167;0,865;55,0;55,0;56,0
1168;0,866;55,0;55,0;56,0
1170;0,867;55,0;55,0;56,0
1171;0,867;55,0;56,0;56,0
1175;0,868;55,0;56,0;56,0
1176;0,868;55,0;56,0;56,0
1177;0,87;54,0;56,0;55,0
1195;0,875;54,0;54,0;55,0
1196;0,875;54,0;54,0;55,0
1204;0,876;54,0;54,0;55,0
1205;0,877;54,0;54,0;55,0
1206;0,877;54,0;54,0;55,0
1207;0,878;54,0;54,0;55,0
1208;0,878;54,0;54,0;55,0
1213;0,879;54,0;54,0;55,0
1214;0,88;54,0;54,0;55,0
1216;0,881;54,0;54,0;55,0
1220;0,881;54,0;54,0;55,0
1226;0,883;54,0;55,0;55,0
1234;0,886;54,0;55,0;55,0
1236;0,887;54,0;55,0;55,0
1237;0,887;54,0;55,0;55,0
1238;0,888;54,0;55,0;55,0
1240;0,889;54,0;55,0;55,0
1243;0,89;54,0;55,0;55,0
1245;0,891;54,0;54,0;55,0
1249;0,894;53,0;54,0;54,0
1252;0,895;53,0;53,0;54,0
1253;0,896;53,0;53,0;54,0
1257;0,897;53,0;53,0;54,0
1261;0,898;53,0;53,0;54,0
1263;0,899;53,0;53,0;54,0
1265;0,9;53,0;53,0;54,0
1274;0,903;53,0;53,0;54,0
1280;0,905;53,0;53,0;54,0
1282;0,906;53,0;53,0;54,0
1292;0,909;53,0;53,0;54,0
1296;0,91;53,0;54,0;54,0
1297;0,91;53,0;53,0;54,0
1298;0,911;53,0;53,0;54,0
1301;0,912;53,0;53,0;54,0
1303;0,913;53,0;53,0;54,0
1305;0,913;53,0;53,0;54,0
1306;0,914;53,0;53,0;54,0
1308;0,915;53,0;53,0;54,0
1312;0,917;53,0;53,0;54,0
1317;0,918;53,0;53,0;54,0
1318;0,918;53,0;53,0;54,0
1324;0,921;53,0;53,0;54,0
1328;0,923;53,0;53,0;54,0
1332;0,924;53,0;53,0;54,0
1335;0,925;53,0;53,0;54,0
1338;0,926;53,0;53,0;54,0
1346;0,928;53,0;53,0;54,0
1347;0,928;53,0;53,0;54,0
1353;0,929;53,0;53,0;54,0
1356;0,93;53,0;53,0;54,0
1357;0,931;53,0;53,0;54,0
1358;0,932;53,0;53,0;54,0
1365;0,933;53,0;53,0;54,0
1367;0,933;53,0;54,0;54,0
1371;0,935;53,0;53,0;54,0
1372;0,936;53,0;53,0;54,0
1377;0,937;53,0;53,0;54,0
1378;0,938;53,0;53,0;54,0
1379;0,938;53,0;53,0;54,0
1383;0,939;53,0;53,0;54,0
1389;0,941;53,0;53,0;54,0
1393;0,942;53,0;53,0;54,0
1405;0,945;53,0;53,0;54,0
1410;0,946;53,0;53,0;54,0
1411;0,947;53,0;53,0;54,0
1415;0,948;53,0;53,0;54,0
1416;0,948;53,0;53,0;54,0
1417;0,949;53,0;53,0;54,0
1420;0,949;53,0;54,0;54,0
1423;0,951;53,0;54,0;54,0
1435;0,953;53,0;54,0;54,0
1436;0,953;53,0;54,0;54,0
1441;0,955;53,0;53,0;54,0
1443;0,955;53,0;53,0;54,0
1448;0,957;53,0;53,0;54,0
1449;0,957;53,0;53,0;54,0
1451;0,958;53,0;53,0;54,0
1453;0,959;53,0;53,0;54,0
1455;0,96;53,0;53,0;54,0
1469;0,963;53,0;53,0;54,0
1472;0,964;53,0;53,0;55,0
1479;0,967;53,0;53,0;55,0
1480;0,967;53,0;53,0;55,0
1483;0,968;53,0;55,0;55,0
1486;0,968;53,0;55,0;55,0
1491;0,969;53,0;55,0;55,0
1507;0,973;53,0;55,0;55,0
1508;0,974;53,0;55,0;55,0
1509;0,975;53,0;55,0;55,0
1512;0,976;53,0;55,0;55,0
1514;0,977;53,0;55,0;55,0
1516;0,977;53,0;55,0;55,0
1520;0,978;53,0;55,0;55,0
1523;0,98;53,0;55,0;55,0
1525;0,98;53,0;55,0;55,0
1526;0,981;53,0;55,0;55,0
1528;0,981;53,0;55,0;55,0
1529;0,982;53,0;55,0;55,0
1530;0,983;53,0;55,0;55,0
1533;0,984;53,0;55,0;55,0
1535;0,985;53,0;55,0;55,0
1545;0,987;53,0;55,0;55,0
1548;0,988;53,0;54,0;55,0
1553;0,989;53,0;54,0;55,0
1557;0,99;53,0;54,0;55,0
1559;0,99;53,0;54,0;55,0
1562;0,994;53,0;54,0;55,0
1568;0,996;53,0;54,0;55,0
1570;0,996;53,0;54,0;55,0
1571;0,997;53,0;54,0;55,0
1573;0,998;53,0;54,0;55,0
1580;0,999;53,0;54,0;55,0
1586;1,002;53,0;54,0;55,0
1589;1,003;53,0;54,0;55,0
1592;1,004;53,0;54,0;55,0
1593;1,004;53,0;55,0;55,0
1594;1,004;53,0;54,0;55,0
1596;1,004;53,0;53,0;55,0
1598;1,005;53,0;53,0;55,0
1601;1,006;53,0;53,0;55,0
1602;1,008;52,0;53,0;53,0
1603;1,009;52,0;52,0;53,0
1606;1,011;51,0;52,0;52,0
1607;1,011;51,0;51,0;52,0
1618;1,016;51,0;51,0;52,0
1623;1,018;51,0;51,0;52,0
1626;1,018;51,0;51,0;52,0
1628;1,02;51,0;51,0;52,0
1630;1,021;51,0;51,0;52,0
1633;1,022;51,0;51,0;52,0
1636;1,023;51,0;51,0;52,0
1641;1,025;51,0;51,0;52,0
1642;1,025;51,0;51,0;52,0
1643;1,026;51,0;51,0;52,0
1646;1,027;51,0;51,0;52,0
1648;1,028;51,0;51,0;52,0
1655;1,031;51,0;51,0;52,0
1656;1,032;51,0;52,0;52,0
1661;1,033;51,0;52,0;52,0
1666;1,035;51,0;52,0;52,0
1670;1,036;51,0;52,0;52,0
1671;1,036;51,0;52,0;52,0
1677;1,039;51,0;52,0;52,0
1679;1,04;51,0;52,0;52,0
1681;1,041;51,0;52,0;52,0
1683;1,042;51,0;52,0;52,0
1684;1,042;51,0;52,0;52,0
1687;1,044;51,0;52,0;52,0
1689;1,044;51,0;52,0;52,0
1690;1,045;51,0;51,0;52,0
1691;1,046;51,0;51,0;52,0
1701;1,049;51,0;51,0;52,0
1702;1,049;51,0;51,0;52,0
1705;1,05;51,0;51,0;52,0
1706;1,05;51,0;51,0;52,0
1710;1,052;51,0;51,0;52,0
1713;1,053;51,0;51,0;52,0
1718;1,054;51,0;51,0;52,0
1720;1,055;51,0;51,0;52,0
1722;1,056;51,0;51,0;52,0
1725;1,057;51,0;51,0;52,0
1726;1,058;51,0;51,0;52,0
1728;1,059;51,0;51,0;52,0
1729;1,06;51,0;51,0;52,0
1731;1,06;51,0;51,0;52,0
1733;1,061;51,0;51,0;52,0
1736;1,062;51,0;51,0;52,0
1737;1,062;51,0;51,0;52,0
1738;1,106;50,0;51,0;51,0
1740;1,107;50,0;50,0;51,0
1750;1,111;50,0;50,0;51,0
1752;1,111;50,0;50,0;51,0
1754;1,112;50,0;50,0;51,0
1755;1,112;50,0;50,0;51,0
1756;1,113;50,0;50,0;51,0
1758;1,114;50,0;50,0;51,0
1760;1,137;49,0;50,0;50,0
1763;1,137;49,0;49,0;50,0
1765;1,138;49,0;49,0;50,0
1766;1,139;49,0;49,0;50,0
1769;1,14;49,0;49,0;50,0
1770;1,14;49,0;49,0;50,0
1771;1,141;49,0;49,0;50,0
1772;1,141;49,0;49,0;50,0
1777;1,143;49,0;49,0;50,0
1780;1,143;49,0;49,0;50,0
1783;1,144;49,0;49,0;50,0
1786;1,145;49,0;49,0;50,0
1789;1,147;49,0;49,0;50,0
1790;1,147;49,0;49,0;50,0
1791;1,148;49,0;49,0;50,0
1795;1,149;49,0;49,0;50,0
1801;1,15;49,0;49,0;50,0
1803;1,15;49,0;49,0;50,0
1808;1,152;49,0;49,0;50,0
1811;1,153;49,0;49,0;50,0
1815;1,155;49,0;49,0;50,0
1816;1,155;49,0;49,0;50,0
1817;1,156;49,0;49,0;50,0
1820;1,156;49,0;49,0;50,0
1821;1,157;49,0;50,0;50,0
1826;1,158;49,0;50,0;50,0
1829;1,16;49,0;50,0;50,0
1830;1,16;49,0;50,0;50,0
1833;1,16;49,0;50,0;50,0
1834;1,161;49,0;50,0;50,0
1837;1,162;49,0;50,0;50,0
1843;1,163;49,0;50,0;50,0
1845;1,164;49,0;50,0;50,0
1847;1,165;49,0;50,0;50,0
1849;1,166;49,0;50,0;50,0
1851;1,166;49,0;50,0;50,0
