Iteration;Time;BestFitness;LRM-LLH0;LRM-LLH1;LRM-LLH2;LRM-LLH3;LRM-LLH4;LRM-LLH5;LRM-LLH6;LRM-LLH7;LRM-LLH8;LRM-LLH9;LRM-LLH10;
1;0,016;410,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
2;0,022;409,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
4;0,03;408,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
5;0,071;402,0;37,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
7;0,074;401,0;37,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
8;0,084;400,0;37,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
14;0,092;395,0;37,0;1,0;1,0;1,0;1,0;3,0;1,0;1,0;1,0;2,0;2,0
15;0,125;389,0;37,0;64,0;1,0;1,0;1,0;3,0;1,0;1,0;1,0;2,0;2,0
16;0,128;388,0;37,0;64,0;1,0;2,0;1,0;3,0;1,0;1,0;1,0;2,0;2,0
18;0,134;387,0;37,0;64,0;1,0;1,0;1,0;3,0;1,0;1,0;1,0;2,0;2,0
19;0,141;384,0;37,0;64,0;1,0;1,0;1,0;3,0;1,0;1,0;1,0;2,0;2,0
20;0,142;383,0;37,0;64,0;1,0;1,0;1,0;3,0;1,0;1,0;1,0;2,0;2,0
21;0,159;382,0;37,0;64,0;34,0;1,0;1,0;3,0;1,0;1,0;1,0;2,0;2,0
22;0,162;376,0;37,0;64,0;34,0;1,0;1,0;3,0;1,0;1,0;2,0;2,0;2,0
23;0,164;370,0;37,0;64,0;34,0;1,0;1,0;3,0;1,0;1,0;1,0;2,0;2,0
25;0,167;362,0;37,0;64,0;34,0;1,0;1,0;3,0;1,0;1,0;2,0;2,0;2,0
26;0,169;361,0;37,0;64,0;34,0;1,0;1,0;3,0;1,0;1,0;2,0;2,0;2,0
28;0,175;351,0;37,0;64,0;34,0;1,0;1,0;3,0;1,0;1,0;2,0;2,0;2,0
31;0,181;347,0;37,0;64,0;34,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;2,0
33;0,186;344,0;37,0;64,0;34,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;2,0
34;0,188;341,0;37,0;64,0;34,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;2,0
36;0,189;340,0;37,0;64,0;34,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;1,0
42;0,194;337,0;37,0;64,0;34,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;1,0
43;0,195;336,0;37,0;64,0;34,0;1,0;1,0;3,0;1,0;1,0;2,0;1,0;1,0
46;0,198;323,0;37,0;64,0;34,0;1,0;1,0;3,0;1,0;1,0;3,0;1,0;1,0
47;0,2;322,0;37,0;64,0;34,0;1,0;1,0;3,0;1,0;1,0;3,0;1,0;1,0
50;0,203;318,0;37,0;64,0;34,0;1,0;1,0;3,0;1,0;1,0;3,0;1,0;1,0
53;0,205;315,0;37,0;64,0;34,0;1,0;1,0;3,0;1,0;1,0;3,0;1,0;1,0
56;0,207;314,0;37,0;64,0;34,0;1,0;1,0;3,0;1,0;1,0;3,0;1,0;1,0
