Iteration;Time;TD-0;TD-1;TD-2;TD-3;TD-4;TD-5;TD-6;TD-7;TD-8;TD-9;TD-10;
2553;2,192;5;5;5;0;0;0;5;0;0;0;5
4079;3,114;4;4;4;0;0;0;4;0;5;0;4
5607;4,18;3;3;3;0;0;0;3;0;4;0;3
7133;5,183;2;2;2;0;0;0;2;5;3;0;2
8633;5,44;1;1;1;0;0;0;1;4;2;0;1
10163;6,614;0;0;0;0;0;0;0;3;1;0;0
10791;7,275;0;0;0;0;5;0;6;2;0;5;0
11256;8,406;0;5;0;0;4;0;5;1;0;4;0
11961;9,876;5;4;0;5;3;0;4;0;0;3;0
