Iteration;Time;BestFitness;CurrentFitness;Threshold
10725;7,507;22,0;22,0;26,0
10726;7,508;22,0;22,0;26,0
10731;7,509;22,0;22,0;26,0
10732;7,51;22,0;22,0;26,0
10734;7,511;22,0;22,0;26,0
10739;7,513;22,0;22,0;26,0
10740;7,513;22,0;22,0;26,0
10744;7,515;22,0;22,0;26,0
10745;7,516;22,0;22,0;26,0
10747;7,516;22,0;22,0;26,0
10749;7,517;22,0;22,0;26,0
10750;7,518;22,0;22,0;26,0
10751;7,518;22,0;22,0;26,0
10753;7,519;22,0;22,0;26,0
10754;7,52;22,0;22,0;26,0
10758;7,521;22,0;22,0;26,0
10759;7,521;22,0;22,0;26,0
10762;7,523;22,0;22,0;26,0
10764;7,524;22,0;22,0;26,0
10765;7,525;22,0;22,0;26,0
10767;7,526;22,0;22,0;26,0
10769;7,527;22,0;22,0;26,0
10771;7,528;22,0;22,0;26,0
10774;7,528;22,0;22,0;26,0
10775;7,529;22,0;22,0;26,0
10776;7,53;22,0;22,0;26,0
10777;7,53;22,0;22,0;26,0
10778;7,531;22,0;22,0;26,0
10779;7,531;22,0;22,0;26,0
10780;7,532;22,0;22,0;26,0
10781;7,533;22,0;22,0;26,0
10783;7,534;22,0;22,0;26,0
10785;7,535;22,0;22,0;26,0
10787;7,536;22,0;22,0;26,0
10788;7,537;22,0;22,0;26,0
10789;7,537;22,0;22,0;26,0
10791;7,538;22,0;22,0;26,0
10794;7,54;22,0;22,0;26,0
10795;7,54;22,0;22,0;26,0
10796;7,541;22,0;22,0;26,0
10800;7,542;22,0;22,0;26,0
10801;7,543;22,0;22,0;26,0
10802;7,543;22,0;22,0;26,0
10806;7,544;22,0;22,0;26,0
10808;7,545;22,0;22,0;26,0
10811;7,546;22,0;22,0;26,0
10812;7,547;22,0;22,0;26,0
10813;7,547;22,0;22,0;26,0
10814;7,548;22,0;22,0;26,0
10815;7,548;22,0;22,0;26,0
10816;7,549;22,0;22,0;26,0
10819;7,55;22,0;22,0;26,0
10822;7,551;22,0;22,0;26,0
10824;7,625;22,0;22,0;26,0
10825;7,626;22,0;22,0;26,0
10826;7,626;22,0;22,0;26,0
10827;7,627;22,0;22,0;26,0
10828;7,627;22,0;22,0;26,0
10832;7,629;22,0;22,0;26,0
10836;7,701;22,0;22,0;26,0
10838;7,702;22,0;22,0;26,0
10839;7,702;22,0;22,0;26,0
10841;7,703;22,0;22,0;26,0
10842;7,704;22,0;22,0;26,0
10845;7,705;22,0;22,0;26,0
10847;7,706;22,0;22,0;26,0
10852;7,708;22,0;22,0;26,0
10854;7,709;22,0;22,0;26,0
10855;7,709;22,0;22,0;26,0
10856;7,71;22,0;23,0;26,0
10858;7,711;22,0;23,0;26,0
10861;7,711;22,0;23,0;26,0
10862;7,712;22,0;23,0;26,0
10863;7,713;22,0;23,0;26,0
10864;7,713;22,0;23,0;26,0
10867;7,714;22,0;23,0;26,0
10868;7,715;22,0;23,0;26,0
10870;7,784;22,0;23,0;26,0
10871;7,784;22,0;22,0;26,0
10874;7,786;22,0;22,0;26,0
10876;7,787;22,0;22,0;26,0
10877;7,788;22,0;22,0;26,0
10879;7,788;22,0;22,0;26,0
10881;7,789;22,0;22,0;26,0
10882;7,79;22,0;22,0;26,0
10883;7,79;22,0;22,0;26,0
10884;7,791;22,0;22,0;26,0
10887;7,792;22,0;22,0;26,0
10889;7,793;22,0;22,0;26,0
10890;7,867;22,0;22,0;26,0
10892;7,868;22,0;22,0;26,0
10893;7,868;22,0;22,0;26,0
10897;7,869;22,0;22,0;26,0
10898;7,87;22,0;22,0;26,0
10902;7,872;22,0;22,0;26,0
10903;7,872;22,0;22,0;26,0
10904;7,872;22,0;22,0;26,0
10905;7,872;22,0;22,0;26,0
10908;7,873;22,0;22,0;26,0
10911;7,874;22,0;22,0;26,0
10912;7,874;22,0;22,0;26,0
10913;7,875;22,0;22,0;26,0
10914;7,876;22,0;22,0;26,0
10915;7,876;22,0;22,0;26,0
10917;7,877;22,0;22,0;26,0
10918;7,877;22,0;22,0;26,0
10921;7,879;22,0;22,0;26,0
10922;7,88;22,0;22,0;26,0
10923;7,88;22,0;22,0;26,0
10926;7,882;22,0;22,0;26,0
10929;7,883;22,0;22,0;26,0
10933;7,884;22,0;22,0;26,0
10935;7,885;22,0;22,0;26,0
10936;7,886;22,0;22,0;26,0
10937;7,886;22,0;22,0;26,0
10938;7,887;22,0;22,0;26,0
10942;7,96;22,0;22,0;26,0
10946;7,962;22,0;22,0;26,0
10948;7,963;22,0;22,0;26,0
10950;7,964;22,0;22,0;26,0
10951;7,965;22,0;22,0;26,0
10952;7,966;22,0;22,0;26,0
10954;7,967;22,0;22,0;26,0
10955;7,967;22,0;22,0;26,0
10956;7,968;22,0;22,0;26,0
10957;7,968;22,0;22,0;26,0
10962;7,971;22,0;22,0;26,0
10965;7,972;22,0;22,0;26,0
10966;7,973;22,0;22,0;26,0
10974;7,976;22,0;22,0;26,0
10975;7,976;22,0;22,0;26,0
10976;7,977;22,0;22,0;26,0
10978;7,978;22,0;22,0;26,0
10981;7,98;22,0;22,0;26,0
10986;7,982;22,0;22,0;26,0
10987;7,983;22,0;22,0;26,0
10988;7,984;22,0;22,0;26,0
10989;7,984;22,0;22,0;26,0
10991;7,985;22,0;22,0;26,0
10993;7,986;22,0;22,0;26,0
10994;7,986;22,0;22,0;26,0
10996;7,987;22,0;22,0;26,0
10997;7,988;22,0;22,0;26,0
11000;7,989;22,0;22,0;26,0
11002;7,99;22,0;22,0;26,0
11005;7,991;22,0;22,0;26,0
11006;7,992;22,0;22,0;26,0
11007;8,065;22,0;22,0;26,0
11008;8,065;22,0;22,0;26,0
11009;8,066;22,0;22,0;26,0
11010;8,067;22,0;22,0;26,0
11011;8,067;22,0;22,0;26,0
11012;8,068;22,0;22,0;26,0
11013;8,069;22,0;22,0;26,0
11017;8,07;22,0;22,0;26,0
11019;8,072;22,0;22,0;26,0
11020;8,073;22,0;22,0;26,0
11023;8,074;22,0;22,0;26,0
11024;8,074;22,0;22,0;26,0
11026;8,076;22,0;22,0;26,0
11027;8,077;22,0;22,0;26,0
11028;8,077;22,0;22,0;26,0
11029;8,078;22,0;22,0;26,0
11031;8,079;22,0;22,0;26,0
11032;8,08;22,0;22,0;26,0
11033;8,08;22,0;22,0;26,0
11036;8,081;22,0;22,0;26,0
11037;8,082;22,0;22,0;26,0
11038;8,082;22,0;22,0;26,0
11039;8,083;22,0;22,0;26,0
11043;8,086;22,0;22,0;26,0
11044;8,086;22,0;22,0;26,0
11045;8,087;22,0;22,0;26,0
11048;8,089;22,0;22,0;26,0
11051;8,163;21,0;22,0;22,0
11052;8,164;21,0;21,0;22,0
11054;8,165;21,0;21,0;22,0
11055;8,165;21,0;21,0;22,0
11056;8,165;21,0;21,0;22,0
11057;8,166;21,0;21,0;22,0
11058;8,167;21,0;21,0;22,0
11061;8,168;21,0;21,0;22,0
11062;8,169;21,0;21,0;22,0
11063;8,169;21,0;21,0;22,0
11066;8,266;21,0;21,0;22,0
11069;8,269;21,0;21,0;22,0
11071;8,269;21,0;21,0;22,0
11074;8,27;21,0;21,0;22,0
11075;8,271;21,0;21,0;22,0
11076;8,367;21,0;21,0;22,0
11077;8,368;21,0;21,0;22,0
11081;8,37;21,0;21,0;22,0
11082;8,371;21,0;21,0;22,0
11083;8,372;21,0;21,0;22,0
11085;8,372;21,0;21,0;22,0
11086;8,373;21,0;21,0;22,0
11087;8,373;21,0;21,0;22,0
11089;8,374;21,0;21,0;22,0
11090;8,375;21,0;21,0;22,0
11091;8,375;21,0;21,0;22,0
11092;8,375;21,0;21,0;22,0
11093;8,376;21,0;21,0;22,0
11094;8,376;21,0;21,0;22,0
11096;8,377;21,0;21,0;22,0
11097;8,378;21,0;21,0;22,0
11101;8,379;21,0;21,0;22,0
11102;8,379;21,0;21,0;22,0
11104;8,381;21,0;21,0;22,0
11106;8,382;21,0;21,0;22,0
11109;8,385;21,0;21,0;22,0
11110;8,385;21,0;21,0;22,0
11111;8,386;21,0;21,0;22,0
11112;8,387;21,0;21,0;22,0
11115;8,388;21,0;21,0;22,0
11116;8,389;21,0;21,0;22,0
11118;8,389;21,0;21,0;22,0
11120;8,39;21,0;21,0;22,0
11121;8,391;21,0;21,0;22,0
11122;8,392;21,0;21,0;22,0
11123;8,392;21,0;21,0;22,0
11125;8,393;21,0;21,0;22,0
11126;8,394;21,0;21,0;22,0
11128;8,395;21,0;21,0;22,0
11129;8,395;21,0;21,0;22,0
11132;8,397;21,0;21,0;22,0
11133;8,398;21,0;21,0;22,0
11134;8,399;21,0;21,0;22,0
11137;8,4;21,0;21,0;22,0
11142;8,402;21,0;21,0;22,0
11146;8,404;21,0;21,0;22,0
11147;8,405;21,0;21,0;22,0
11148;8,405;21,0;21,0;22,0
11149;8,406;21,0;21,0;22,0
11153;8,408;21,0;21,0;22,0
11154;8,408;21,0;21,0;22,0
11156;8,409;21,0;21,0;22,0
11157;8,41;21,0;21,0;22,0
11161;8,412;21,0;21,0;22,0
11167;8,416;21,0;21,0;22,0
11168;8,416;21,0;21,0;22,0
11171;8,417;21,0;21,0;22,0
11172;8,418;21,0;21,0;22,0
11173;8,418;21,0;21,0;22,0
11174;8,418;21,0;21,0;22,0
11176;8,514;21,0;21,0;22,0
11178;8,515;21,0;21,0;22,0
11179;8,516;21,0;21,0;22,0
11182;8,518;21,0;21,0;22,0
11184;8,519;21,0;21,0;22,0
11186;8,52;21,0;21,0;22,0
11188;8,614;21,0;21,0;22,0
11189;8,615;21,0;21,0;22,0
11192;8,617;21,0;21,0;22,0
11194;8,618;21,0;21,0;22,0
11197;8,619;21,0;21,0;22,0
11203;8,621;21,0;21,0;22,0
11204;8,622;21,0;21,0;22,0
11206;8,622;21,0;21,0;22,0
11207;8,623;21,0;21,0;22,0
11211;8,625;21,0;21,0;22,0
11213;8,626;21,0;21,0;22,0
11216;8,627;21,0;21,0;22,0
11217;8,628;21,0;21,0;22,0
11218;8,628;21,0;21,0;22,0
11219;8,629;21,0;21,0;22,0
11220;8,629;21,0;21,0;22,0
11221;8,63;21,0;21,0;22,0
11222;8,631;21,0;21,0;22,0
11223;8,631;21,0;21,0;22,0
11224;8,632;21,0;21,0;22,0
11226;8,633;21,0;21,0;22,0
11227;8,633;21,0;21,0;22,0
11228;8,634;21,0;21,0;22,0
11229;8,635;21,0;21,0;22,0
11230;8,635;21,0;21,0;22,0
11235;8,637;21,0;21,0;22,0
11237;8,639;21,0;21,0;22,0
11238;8,64;21,0;21,0;22,0
11240;8,641;21,0;21,0;22,0
11248;8,644;21,0;21,0;22,0
11249;8,644;21,0;21,0;22,0
11250;8,645;21,0;21,0;22,0
11252;8,741;21,0;21,0;22,0
11255;8,742;21,0;21,0;22,0
11258;8,744;21,0;21,0;22,0
11261;8,745;21,0;21,0;22,0
11263;8,747;21,0;21,0;22,0
11264;8,747;21,0;21,0;22,0
11265;8,748;21,0;21,0;22,0
11266;8,749;21,0;21,0;22,0
11267;8,75;21,0;22,0;22,0
11268;8,751;21,0;22,0;22,0
11270;8,752;21,0;22,0;22,0
11275;8,753;21,0;22,0;22,0
11277;8,754;21,0;22,0;22,0
11278;8,755;21,0;22,0;22,0
11279;8,756;21,0;22,0;22,0
11280;8,855;21,0;22,0;22,0
11282;8,856;21,0;21,0;22,0
11284;8,857;21,0;21,0;22,0
11285;8,858;21,0;21,0;22,0
11286;8,858;21,0;21,0;22,0
11287;8,859;21,0;21,0;22,0
11292;8,861;21,0;21,0;22,0
11294;8,862;21,0;21,0;22,0
11297;8,863;21,0;21,0;22,0
11299;8,864;21,0;21,0;22,0
11302;8,865;21,0;21,0;22,0
11308;8,867;21,0;21,0;22,0
11310;8,868;21,0;21,0;22,0
11311;8,868;21,0;21,0;22,0
11312;8,869;21,0;21,0;22,0
11316;8,871;21,0;21,0;22,0
11319;8,872;21,0;21,0;22,0
11322;8,874;21,0;21,0;22,0
11323;8,874;21,0;21,0;22,0
11325;8,875;21,0;21,0;22,0
11326;8,876;21,0;21,0;22,0
11327;8,877;21,0;21,0;22,0
11328;8,878;21,0;21,0;22,0
11331;8,878;21,0;21,0;22,0
11332;8,879;21,0;21,0;22,0
11333;8,88;21,0;21,0;22,0
11336;8,882;21,0;21,0;22,0
11339;8,883;21,0;21,0;22,0
11343;8,884;21,0;21,0;22,0
11344;8,885;21,0;21,0;22,0
11345;8,886;21,0;21,0;22,0
11348;8,887;21,0;21,0;22,0
11350;8,888;21,0;21,0;22,0
11352;8,889;21,0;21,0;22,0
11354;8,89;21,0;21,0;22,0
11355;8,891;21,0;21,0;22,0
11357;8,892;21,0;21,0;22,0
11358;8,892;21,0;21,0;22,0
11360;8,893;21,0;21,0;22,0
11361;8,894;21,0;21,0;22,0
11362;8,894;21,0;21,0;22,0
11366;8,896;21,0;21,0;22,0
11367;8,897;21,0;21,0;22,0
11370;8,898;21,0;21,0;22,0
11371;8,898;21,0;21,0;22,0
11373;8,9;21,0;21,0;22,0
11378;8,902;21,0;21,0;22,0
11381;8,904;21,0;21,0;22,0
11383;8,905;21,0;21,0;22,0
11390;8,907;21,0;21,0;22,0
11391;8,908;21,0;21,0;22,0
11393;8,909;21,0;21,0;22,0
11394;8,91;21,0;21,0;22,0
11399;8,911;21,0;21,0;22,0
11400;8,912;21,0;21,0;22,0
11401;8,913;21,0;21,0;22,0
11403;8,914;21,0;21,0;22,0
11408;8,915;21,0;21,0;22,0
11410;8,916;21,0;21,0;22,0
11411;8,917;21,0;21,0;22,0
11413;8,918;21,0;21,0;22,0
11415;8,92;21,0;21,0;22,0
11417;8,921;21,0;21,0;22,0
11421;8,922;21,0;21,0;22,0
11422;8,923;21,0;21,0;22,0
11426;8,924;21,0;21,0;22,0
11428;8,925;21,0;21,0;22,0
11431;8,926;21,0;21,0;22,0
11433;8,927;21,0;21,0;22,0
11434;8,927;21,0;21,0;22,0
11436;8,928;21,0;21,0;22,0
11437;8,929;21,0;21,0;22,0
11439;8,929;21,0;21,0;22,0
11440;8,93;21,0;21,0;22,0
11442;8,931;21,0;21,0;22,0
11445;8,932;21,0;21,0;22,0
11446;8,933;21,0;21,0;22,0
11447;8,933;21,0;21,0;22,0
11450;8,934;21,0;21,0;22,0
11452;8,935;21,0;21,0;22,0
11454;8,936;21,0;21,0;22,0
11457;8,937;21,0;21,0;22,0
11458;8,938;21,0;21,0;22,0
11460;8,939;21,0;22,0;22,0
11461;8,94;21,0;22,0;22,0
11462;8,941;21,0;22,0;22,0
11464;8,941;21,0;22,0;22,0
11467;8,942;21,0;22,0;22,0
11468;8,943;21,0;22,0;22,0
11474;9,034;21,0;22,0;22,0
11478;9,035;21,0;21,0;22,0
11479;9,036;21,0;21,0;22,0
11483;9,037;21,0;21,0;22,0
11486;9,038;21,0;21,0;22,0
11487;9,039;21,0;21,0;22,0
11490;9,039;21,0;21,0;22,0
11493;9,041;21,0;21,0;22,0
11496;9,042;21,0;21,0;22,0
11500;9,043;21,0;21,0;22,0
11501;9,044;21,0;21,0;22,0
11502;9,045;21,0;21,0;22,0
11503;9,045;21,0;21,0;22,0
11504;9,046;21,0;21,0;22,0
11508;9,047;21,0;21,0;22,0
11512;9,048;21,0;21,0;22,0
11516;9,051;21,0;21,0;22,0
11517;9,052;21,0;21,0;22,0
11518;9,143;21,0;21,0;22,0
11520;9,144;21,0;21,0;22,0
11521;9,145;21,0;21,0;22,0
11525;9,146;21,0;21,0;22,0
11526;9,147;21,0;21,0;22,0
11527;9,148;21,0;21,0;22,0
11528;9,148;21,0;21,0;22,0
11529;9,148;21,0;21,0;22,0
11530;9,149;21,0;21,0;22,0
11531;9,15;21,0;21,0;22,0
11532;9,15;21,0;21,0;22,0
11533;9,151;21,0;21,0;22,0
11535;9,152;21,0;21,0;22,0
11536;9,153;21,0;21,0;22,0
11538;9,155;21,0;21,0;22,0
11539;9,155;21,0;21,0;22,0
11540;9,156;21,0;21,0;22,0
11542;9,157;21,0;21,0;22,0
11544;9,158;21,0;21,0;22,0
11550;9,16;21,0;21,0;22,0
11551;9,161;21,0;21,0;22,0
11552;9,161;21,0;21,0;22,0
11557;9,163;21,0;21,0;22,0
11560;9,165;21,0;21,0;22,0
11563;9,166;21,0;21,0;22,0
11565;9,167;21,0;21,0;22,0
11566;9,168;21,0;21,0;22,0
11569;9,169;21,0;21,0;22,0
11570;9,169;21,0;21,0;22,0
11572;9,17;21,0;21,0;22,0
11574;9,171;21,0;21,0;22,0
11575;9,172;21,0;21,0;22,0
11577;9,173;21,0;21,0;22,0
11579;9,173;21,0;21,0;22,0
11581;9,174;21,0;21,0;22,0
11585;9,178;21,0;21,0;22,0
11586;9,178;21,0;21,0;22,0
11588;9,179;21,0;21,0;22,0
11589;9,18;21,0;21,0;22,0
11590;9,18;21,0;21,0;22,0
11594;9,181;21,0;21,0;22,0
11595;9,182;21,0;21,0;22,0
11597;9,182;21,0;21,0;22,0
11599;9,183;21,0;21,0;22,0
11603;9,184;21,0;21,0;22,0
11605;9,185;21,0;21,0;22,0
11606;9,186;21,0;21,0;22,0
11608;9,187;21,0;21,0;22,0
11611;9,279;21,0;21,0;22,0
11612;9,279;21,0;21,0;22,0
11614;9,28;21,0;21,0;22,0
11617;9,282;21,0;21,0;22,0
11618;9,282;21,0;21,0;22,0
11619;9,283;21,0;21,0;22,0
11622;9,285;21,0;21,0;22,0
11626;9,288;21,0;21,0;22,0
11628;9,289;21,0;21,0;22,0
11629;9,289;21,0;21,0;22,0
11634;9,292;21,0;21,0;22,0
11635;9,293;21,0;21,0;22,0
11636;9,293;21,0;21,0;22,0
11639;9,294;21,0;21,0;22,0
11640;9,295;21,0;21,0;22,0
11641;9,296;21,0;21,0;22,0
11643;9,297;21,0;21,0;22,0
11644;9,297;21,0;21,0;22,0
11647;9,299;21,0;21,0;22,0
11651;9,3;21,0;21,0;22,0
11652;9,3;21,0;22,0;22,0
11654;9,301;21,0;21,0;22,0
11656;9,301;21,0;21,0;22,0
11657;9,302;21,0;21,0;22,0
11659;9,303;21,0;21,0;22,0
11661;9,304;21,0;21,0;22,0
11666;9,305;21,0;21,0;22,0
11668;9,397;21,0;21,0;22,0
11669;9,397;21,0;21,0;22,0
11670;9,398;21,0;21,0;22,0
11671;9,399;21,0;21,0;22,0
11673;9,4;21,0;21,0;22,0
11678;9,401;21,0;21,0;22,0
11681;9,402;21,0;21,0;22,0
11682;9,403;21,0;21,0;22,0
11687;9,405;21,0;21,0;22,0
11688;9,405;21,0;21,0;22,0
11691;9,406;21,0;21,0;22,0
11693;9,407;21,0;21,0;22,0
11695;9,409;21,0;21,0;22,0
11697;9,41;21,0;21,0;22,0
11698;9,411;21,0;21,0;22,0
11699;9,411;21,0;21,0;22,0
11700;9,412;21,0;21,0;22,0
11701;9,413;21,0;21,0;22,0
11702;9,413;21,0;21,0;22,0
11704;9,414;21,0;21,0;22,0
11705;9,415;21,0;21,0;22,0
11706;9,415;21,0;21,0;22,0
11708;9,416;21,0;21,0;22,0
11711;9,419;21,0;21,0;22,0
11712;9,419;21,0;21,0;22,0
11714;9,42;21,0;21,0;22,0
11716;9,42;21,0;21,0;22,0
11719;9,422;21,0;21,0;22,0
11720;9,423;21,0;21,0;22,0
11722;9,424;21,0;21,0;22,0
11724;9,425;21,0;21,0;22,0
11726;9,426;21,0;21,0;22,0
11727;9,426;21,0;21,0;22,0
11728;9,427;21,0;21,0;22,0
11732;9,428;21,0;21,0;22,0
11736;9,429;21,0;21,0;22,0
11737;9,43;21,0;21,0;22,0
11738;9,43;21,0;21,0;22,0
11739;9,43;21,0;21,0;22,0
11741;9,431;21,0;21,0;22,0
11743;9,432;21,0;21,0;22,0
11744;9,433;21,0;21,0;22,0
11745;9,434;21,0;21,0;22,0
11746;9,434;21,0;21,0;22,0
11747;9,435;21,0;21,0;22,0
11748;9,435;21,0;21,0;22,0
11749;9,435;21,0;21,0;22,0
11750;9,436;21,0;21,0;22,0
11751;9,437;21,0;21,0;22,0
11753;9,437;21,0;21,0;22,0
11756;9,439;21,0;21,0;22,0
11757;9,44;21,0;21,0;22,0
11759;9,441;21,0;21,0;22,0
11762;9,442;21,0;21,0;22,0
11765;9,444;21,0;21,0;22,0
11767;9,445;21,0;21,0;22,0
11769;9,538;21,0;21,0;22,0
11770;9,539;21,0;21,0;22,0
11771;9,54;21,0;21,0;22,0
11772;9,633;21,0;21,0;22,0
11774;9,635;21,0;21,0;22,0
11777;9,746;21,0;21,0;22,0
11778;9,746;21,0;21,0;22,0
11782;9,748;21,0;21,0;22,0
11784;9,752;21,0;21,0;22,0
11785;9,845;21,0;21,0;22,0
11786;9,846;21,0;21,0;22,0
11787;9,846;21,0;21,0;22,0
11789;9,846;21,0;21,0;22,0
11793;9,847;21,0;21,0;22,0
11797;9,849;21,0;21,0;22,0
11798;9,849;21,0;21,0;22,0
11799;9,85;21,0;21,0;22,0
11802;9,851;21,0;21,0;22,0
11804;9,853;21,0;21,0;22,0
11805;9,854;21,0;21,0;22,0
11806;9,854;21,0;21,0;22,0
11808;9,854;21,0;21,0;22,0
11809;9,856;21,0;21,0;22,0
11810;9,856;21,0;21,0;22,0
11811;9,857;21,0;21,0;22,0
11813;9,858;21,0;21,0;22,0
11814;9,858;21,0;21,0;22,0
11815;9,859;21,0;21,0;22,0
11816;9,859;21,0;21,0;22,0
11817;9,86;21,0;21,0;22,0
11819;9,861;21,0;21,0;22,0
11823;9,863;21,0;21,0;22,0
11825;9,864;21,0;21,0;22,0
11826;9,865;21,0;21,0;22,0
11827;9,866;21,0;21,0;22,0
11828;9,866;21,0;21,0;22,0
11830;9,867;21,0;21,0;22,0
11835;9,868;21,0;21,0;22,0
11836;9,87;21,0;21,0;22,0
11837;9,87;21,0;21,0;22,0
11841;9,872;21,0;21,0;22,0
11842;9,873;21,0;21,0;22,0
11844;9,874;21,0;21,0;22,0
11845;9,875;21,0;21,0;22,0
11846;9,876;21,0;21,0;22,0
11847;9,876;21,0;21,0;22,0
11848;9,878;21,0;21,0;22,0
11851;9,878;21,0;21,0;22,0
11852;9,879;21,0;21,0;22,0
11853;9,88;21,0;21,0;22,0
11855;9,88;21,0;21,0;22,0
11856;9,881;21,0;21,0;22,0
11857;9,882;21,0;21,0;22,0
11858;9,884;21,0;22,0;22,0
11859;9,884;21,0;22,0;22,0
11860;9,885;21,0;22,0;22,0
11861;9,886;21,0;22,0;22,0
11862;9,887;21,0;22,0;22,0
11864;9,889;21,0;22,0;22,0
11865;9,889;21,0;22,0;22,0
11866;9,89;21,0;22,0;22,0
11868;9,891;21,0;22,0;22,0
11869;9,892;21,0;22,0;22,0
11870;9,893;21,0;22,0;22,0
11872;9,894;21,0;22,0;22,0
11873;9,894;21,0;22,0;22,0
11874;9,895;21,0;22,0;22,0
11876;9,896;21,0;22,0;22,0
11878;9,897;21,0;22,0;22,0
11879;9,898;21,0;22,0;22,0
11880;9,898;21,0;22,0;22,0
11881;9,899;21,0;22,0;22,0
11882;9,9;21,0;22,0;22,0
11886;9,903;21,0;22,0;22,0
11888;9,904;21,0;22,0;22,0
11890;9,906;21,0;22,0;22,0
11891;9,906;21,0;22,0;22,0
11892;9,907;21,0;22,0;22,0
11893;9,908;21,0;22,0;22,0
11894;9,908;21,0;22,0;22,0
11895;9,909;21,0;22,0;22,0
11896;9,91;21,0;22,0;22,0
11898;9,91;21,0;22,0;22,0
11902;9,913;21,0;22,0;22,0
11904;9,914;21,0;22,0;22,0
11906;9,915;21,0;22,0;22,0
11908;9,915;21,0;22,0;22,0
11909;9,916;21,0;22,0;22,0
11910;9,917;21,0;22,0;22,0
11913;9,918;21,0;22,0;22,0
11914;9,919;21,0;22,0;22,0
11915;9,919;21,0;22,0;22,0
11917;9,921;21,0;22,0;22,0
11919;9,921;21,0;22,0;22,0
11920;9,922;21,0;21,0;22,0
11922;9,922;21,0;21,0;22,0
11923;9,923;21,0;21,0;22,0
11924;9,924;21,0;21,0;22,0
11925;9,925;21,0;21,0;22,0
11927;9,927;21,0;21,0;22,0
11930;9,928;21,0;21,0;22,0
11932;9,929;21,0;21,0;22,0
11933;9,93;21,0;21,0;22,0
11934;9,93;21,0;21,0;22,0
11935;9,931;21,0;21,0;22,0
11936;9,932;21,0;21,0;22,0
11938;9,933;21,0;21,0;22,0
11939;9,933;21,0;21,0;22,0
11940;9,934;21,0;21,0;22,0
11942;9,936;21,0;21,0;22,0
11943;9,936;21,0;21,0;22,0
11944;9,937;21,0;21,0;22,0
11945;9,938;21,0;21,0;22,0
11946;9,938;21,0;21,0;22,0
11948;9,938;21,0;21,0;22,0
11949;9,939;21,0;21,0;22,0
11950;9,94;21,0;21,0;22,0
11951;9,94;21,0;21,0;22,0
11952;9,941;21,0;21,0;22,0
11953;9,941;21,0;21,0;22,0
11954;9,942;21,0;21,0;22,0
11955;9,942;21,0;21,0;22,0
11956;9,943;21,0;21,0;22,0
11958;9,945;21,0;21,0;22,0
11959;9,946;21,0;21,0;22,0
11960;9,947;21,0;21,0;22,0
11961;9,948;21,0;21,0;22,0
11963;9,949;21,0;21,0;22,0
11964;9,949;21,0;21,0;22,0
11965;9,951;21,0;21,0;22,0
11966;9,951;21,0;21,0;22,0
11968;9,951;21,0;21,0;22,0
11970;9,952;21,0;21,0;22,0
11971;9,953;21,0;21,0;22,0
11972;9,954;21,0;21,0;22,0
11973;9,954;21,0;21,0;22,0
11974;9,955;21,0;21,0;22,0
11975;9,955;21,0;21,0;22,0
11979;9,957;21,0;21,0;22,0
11980;9,958;21,0;21,0;22,0
11982;9,958;21,0;21,0;22,0
11984;9,959;21,0;21,0;22,0
11985;9,96;21,0;21,0;22,0
11986;9,96;21,0;21,0;22,0
11987;9,961;21,0;21,0;22,0
11989;9,962;21,0;21,0;22,0
11990;9,963;21,0;21,0;22,0
11992;9,964;21,0;21,0;22,0
11993;9,964;21,0;21,0;22,0
11995;9,965;21,0;21,0;22,0
11997;9,966;21,0;21,0;22,0
11998;9,968;21,0;21,0;22,0
11999;9,968;21,0;21,0;22,0
12000;9,969;21,0;21,0;22,0
12002;9,969;21,0;21,0;23,0
12007;9,971;21,0;21,0;23,0
12008;9,971;21,0;21,0;23,0
12009;9,972;21,0;21,0;23,0
12010;9,973;21,0;21,0;23,0
12011;9,974;21,0;21,0;23,0
12015;9,976;21,0;21,0;23,0
12016;9,977;21,0;21,0;23,0
12019;9,978;21,0;21,0;23,0
12020;9,978;21,0;21,0;23,0
12021;9,979;21,0;21,0;23,0
12022;9,98;21,0;21,0;23,0
12025;9,981;21,0;21,0;23,0
12028;9,982;21,0;21,0;23,0
12029;9,983;21,0;21,0;23,0
12030;9,984;21,0;21,0;23,0
12031;9,984;21,0;21,0;23,0
12032;9,985;21,0;21,0;23,0
12033;9,986;21,0;21,0;23,0
12035;9,987;21,0;21,0;23,0
12041;9,989;21,0;21,0;23,0
12042;9,989;21,0;21,0;23,0
12044;9,99;21,0;21,0;23,0
12045;9,991;21,0;21,0;23,0
12047;9,992;21,0;21,0;23,0
12050;9,994;21,0;21,0;23,0
12051;9,995;21,0;21,0;23,0
12052;9,995;21,0;21,0;23,0
12053;9,996;21,0;21,0;23,0
12054;9,997;21,0;21,0;23,0
12057;9,998;21,0;21,0;23,0
12058;9,998;21,0;21,0;23,0
12060;9,999;21,0;21,0;23,0
12061;10,0;21,0;21,0;23,0
12063;10,001;21,0;21,0;23,0
12064;10,001;21,0;21,0;23,0
12067;10,003;21,0;21,0;23,0
12068;10,003;21,0;21,0;23,0
12069;10,004;21,0;21,0;23,0
12071;10,005;21,0;21,0;23,0
12072;10,005;21,0;21,0;23,0
12074;10,006;21,0;21,0;23,0
12076;10,007;21,0;21,0;23,0
12077;10,008;21,0;21,0;23,0
12080;10,009;21,0;21,0;23,0
12082;10,009;21,0;21,0;23,0
